id;Pocket;Table;Turn;River
6054;6h7h;;;
6059;kc5c;;;
6062;6hth;kdjh5h;;
6064;td3d;;;
6071;qh8h;6sad5d;8c;7s
6075;ahth;9d6s4h;;
6078;js5s;;;
6085;qd4d;;;
6090;5s3s;;;
6098;8hth;;;
6100;5s4s;5c7sas;;
6101;jc5c;4cqh2s;;
6102;8sks;;;
6105;8c7c;tdtsqc;;
6106;jsks;;;
6116;2sas;;;
6123;tsqs;as3h3s;tc;8h
6125;ac6c;tc7c3c;kh;8s
6126;qc6c;;;
6127;3ckc;4h5c4d;;
6129;kd2d;;;
6144;3d8d;;;
6149;9cjc;6c5d6s;;
6154;ahjh;;;
6160;jc5c;;;
6167;js7s;;;
6168;td8d;;;
6172;5djd;;;
6175;8hah;qd5skc;;
6177;th7h;tdjc3h;2s;4s
6191;4dkd;2d3s6h;4c;qd
6195;as3s;4hqd5d;2h;qc
6196;tc9c;;;
6208;8h9h;;;
6216;qd4d;;;
6219;jd3d;;;
6224;6sts;3ctc7s;as;kh
6231;7c6c;;;
6233;6ckc;;;
6239;2h3h;;;
6241;tc5c;;;
6244;th6h;;;
6248;7ckc;;;
6255;9s3s;;;
6258;5c6c;;;
6259;5c2c;;;
6267;7dqd;;;
6271;5s9s;4c8dtc;;
6273;qh6h;;;
6275;9s7s;2s3hkd;;
6290;kcac;;;
6299;qs9s;4dkd5c;;
6302;qd9d;;;
6307;4c6c;;;
6309;7sqs;;;
6317;tcjc;3c5hqd;;
6322;qhjh;;;
6323;2h6h;;;
6331;8d9d;kskh4h;;
6335;td6d;;;
6344;tc4c;;;
6349;6s5s;;;
6353;7d2d;4c8c9d;;
6358;7s6s;;;
6369;ac9c;;;
6371;as9s;4ckh7s;js;
6374;8sjs;;;
6381;3dad;;;
6387;8h4h;;;
6392;7hqh;;;
6403;4dtd;;;
6408;kc9c;;;
6422;4h6h;;;
6428;3h9h;;;
6435;4hqh;ahjh6c;9h;
6443;2sqs;;;
6453;2s3s;8h6d4s;;
6456;4djd;;;
6462;3cac;;;
6469;6sqs;;;
6490;8s7s;;;
6491;jc5c;9hkcqd;;
6496;actc;;;
6498;qdtd;;;
6499;qd5d;8cjs9s;;
6501;9hjh;;;
6502;4sts;;;
6506;jc3c;;;
6511;5hth;;;
6522;3c8c;;;
6524;jd9d;;;
6527;5sjs;kd3h4c;;
6533;tcjc;6cad7d;kh;8s
6544;js6s;;;
6555;9c4c;jh9d7h;;
6581;6c3c;;;
6599;8cqc;jd2h7h;;
6600;5dkd;;;
6604;tsqs;;;
6611;jhkh;9djc3c;;
6613;5hth;2cqcas;qh;
6617;2sqs;7h7dth;3c;js
6618;5d3d;;;
6622;khqh;qc4h3s;tc;
6623;qh3h;9c2dkc;;
6629;ah8h;;;
6634;7sqs;;;
6637;2sjs;ah5c4h;;
6639;9h4h;;;
6640;6h7h;;;
6646;4h9h;;;
6647;2h5h;;;
6649;jckc;;;
6655;ksas;jc3sqh;8s;
6657;3hqh;jdkctc;2s;kh
6671;8s6s;;;
6677;ac7c;qh2h4s;;
6681;2ckc;kh5sqs;;
6683;7dtd;4d9ckh;;
6687;7h5h;;;
6688;qc9c;;;
6690;ah8h;;;
6693;jc5c;acqd4h;5s;ks
6695;6h2h;;;
6697;as5s;7d8s6s;th;3d
6698;2hqh;;;
6702;8cqc;;;
6703;4hqh;6dahqs;8s;th
6704;3d6d;7c9d4s;3s;ah
6705;js7s;6cas5c;7c;4d
6707;2c3c;9dkctc;;
6708;thjh;;;
6726;asts;;;
6727;4h2h;;;
6738;th6h;;;
6739;ks2s;;;
6741;ts2s;qc5hqd;4h;jc
6788;7hkh;9h9c7d;9s;4c
6790;qc7c;th4c6h;kd;3d
6801;4s5s;2sqd9h;;
6807;qc2c;as8s4d;;
6819;kc3c;8d5c4d;;
6821;5c3c;;;
6835;7d8d;6c3s9c;5c;2c
6858;8d6d;;;
6860;4djd;7sqd2d;8c;qs
6867;9d6d;3d6c4h;2c;
6878;2s7s;;;
6881;8dad;6djhac;;
6885;4s6s;7hjskd;8d;
6901;9h6h;4c3sad;kc;jd
6907;qc2c;;;
6917;6h5h;2has8d;td;jd
6927;9d7d;5s2dqs;kh;
6929;6c9c;9s5sks;7c;
6938;kctc;5d3dqc;ac;
6942;ksjs;;;
6946;jh7h;;;
6947;ad3d;;;
6958;6h7h;;;
6969;adjd;;;
6972;8d2d;6hksjc;jd;
6979;8djd;qs8htd;jh;as
6985;8d3d;;;
6986;acqc;;;
6987;8h5h;3dqs8c;th;9d
6993;tc2c;;;
6997;6s7s;qh3sac;;
6999;qh7h;ac9h6d;3c;
7016;4s5s;;;
7025;as2s;9cjdts;ks;6d
7027;qcac;4c6s3d;;
7028;2ctc;;;
7029;4ctc;7s9c8d;;
7040;6sks;3d5c5s;ad;4s
7041;3d9d;;;
7043;js4s;5d2h8s;7c;
7049;kctc;2c4cjc;;
7050;thkh;;;
7057;ts8s;;;
7071;8sts;;;
7072;7djd;;;
7078;td3d;4d5d6c;;
7091;4sks;6htd3h;qh;
7095;3sas;qhkdjs;kc;3d
7105;8hth;ks7c3s;ad;5h
7107;5h3h;kdahas;3s;4d
7108;9d7d;;;
7116;ah7h;adjs4c;8s;
7120;9ckc;4s7h4c;9s;6d
7122;ksas;kd7c6s;8s;
7125;3s5s;thkh4h;kd;
7128;tc9c;;;
7132;jh9h;9sas8c;ts;
7146;qhkh;;;
7168;ah2h;;;
7170;7cjc;3s4d2h;qh;
7173;kdjd;5s9s7h;ks;3d
7176;8cqc;4d8h5s;3d;6d
7185;thah;td8htc;2s;7d
7188;2c8c;5h3h2d;9d;8d
7190;4dtd;;;
7195;tsas;3dqhjh;qs;2h
7198;9h6h;jhtd2h;;
7200;8s4s;8h6dkd;qh;9c
7202;9s3s;;;
7206;6c5c;;;
7208;7cjc;kc9s2s;ah;8c
7214;tsas;5c2s8h;js;
7221;9ckc;;;
7227;kdad;8h2s4s;qh;3c
7230;tdjd;ks6cjh;ac;ad
7231;jd4d;9s3h2s;;
7238;8cjc;;;
7241;4s5s;;;
7251;jc8c;6h2s7d;ad;
7255;jc4c;;;
7266;4s3s;;;
7270;tdqd;;;
7274;2c5c;;;
7280;qh8h;;;
7283;3h2h;;;
7287;qc7c;3s5dtc;6d;9d
7289;kh7h;kdah7d;;
7313;4hqh;;;
7317;6s9s;;;
7320;8dtd;jhjcts;;
7323;khjh;qs9dkc;;
7339;4d5d;;;
7341;3c5c;9s7dac;;
7347;js7s;7d2dtd;ts;kd
7349;td2d;;;
7355;ks4s;;;
7364;6djd;4skcjs;;
7388;td5d;6dkc6c;9c;ah
7392;4d6d;;;
7400;8s7s;;;
7404;3hth;;;
7405;kctc;;;
7409;tc4c;ks7dqs;2c;6d
7417;qc7c;3hjdjh;3s;
7426;7s8s;;;
7428;8h9h;;;
7443;ts3s;;;
7453;qh2h;askcts;ad;qs
7468;8d9d;7d3sts;5h;qs
7472;8s6s;;;
7495;qhah;3stc2c;3c;5s
7505;js5s;;;
7507;ac9c;8hkh9s;3c;qc
7512;9c7c;;;
7523;qh9h;;;
7528;jsqs;8c3sjc;;
7531;6h4h;;;
7534;tdkd;6c8s5s;ad;
7538;5c4c;7h9s5s;js;ks
7542;qhah;5s2cth;ad;
7551;3d8d;;;
7564;ks6s;;;
7570;4c7c;4h2d8c;;
7571;adtd;7d2dac;;
7572;2s6s;;;
7575;5sas;;;
7576;3ctc;;;
7580;ah5h;jskdqc;2c;5c
7581;4d6d;;;
7593;4cjc;;;
7599;jdqd;;;
7600;8c2c;;;
7602;jcac;3c5h5c;;
7604;7h2h;3c6cas;;
7619;9hjh;7h5s4d;;
7623;7d8d;kd6h7s;;
7635;6h5h;qc8cks;;
7651;as3s;3hjcac;ts;
7656;ahth;;;
7663;3sjs;2d2h3c;7h;4d
7676;qd7d;kc9c6h;qc;6s
7695;3d9d;;;
7702;khqh;;;
7705;jc7c;;;
7710;5d6d;;;
7712;5sjs;9sqc6d;;
7715;qd2d;9s8d7d;;
7717;th6h;;;
7721;7h2h;;;
7722;5h2h;;;
7726;7dqd;;;
7729;ts3s;;;
7738;4c8c;;;
7747;4cac;;;
7749;7c2c;;;
7753;8dad;;;
7758;2c3c;;;
7766;4c5c;qs6d6c;;
7771;7ctc;2d4cjs;;
7773;9h3h;;;
7774;7d4d;;;
7776;9s3s;kcth2s;8d;
7781;9d7d;6d6s3c;5h;2d
7791;4c7c;ah3c8h;7h;ks
7795;3d6d;;;
7798;ah9h;;;
7803;js4s;;;
7808;tsqs;6s4d2s;jc;3h
7809;3sqs;ac5djs;;
7818;kd4d;;;
7821;7ctc;;;
7822;ksas;8d9hth;ah;
7841;3cqc;;;
7844;jsqs;;;
7848;jckc;8sjdac;ad;6c
7855;5d8d;9d5cad;tc;
7865;thah;;;
7868;ts3s;;;
7884;7c3c;;;
7898;thah;;;
7901;tdqd;7d5s6d;;
7902;qc6c;9c9s3d;ad;
7912;kcjc;;;
7913;2cac;;;
7922;2ctc;;;
7935;qhah;;;
7946;2hth;7hjd7c;;
7950;qs8s;;;
7959;qd4d;kcas5h;qh;6c
7973;qd5d;;;
7981;3sts;;;
7988;kc5c;;;
7995;9ckc;tcthkh;4c;td
7996;2ckc;8s5h6h;;
8000;4h6h;;;
8007;8ckc;3s9stc;;
8017;7d8d;6c5c5d;6h;kc
8018;ts2s;;;
8022;ac4c;;;
8026;ks9s;6cjh5s;;
8027;5hjh;;;
8037;qsts;;;
8045;5d6d;;;
8051;qs4s;th4h2d;ts;7s
8054;2d6d;8cah9h;;
8058;4c6c;;;
8063;6sks;5c2c3c;;
8069;9h6h;;;
8072;as2s;;;
8075;5d8d;;;
8076;5s9s;;;
8109;th8h;7h9s5s;;
8115;2djd;6c6dtc;;
8118;ts7s;3h7had;;
8138;jh9h;;;
8142;qd6d;as5h3h;;
8151;5hah;kc6c3d;;
8152;2hth;3dqhqd;;
8155;2s5s;6d6s3s;td;
8168;8s7s;;;
8171;ts5s;ad4h3s;;
8195;qd3d;7dadqs;ks;kh
8199;6h9h;qh2s7c;2h;
8210;8c7c;;;
8212;ac4c;7d8c5d;qs;
8214;3c4c;5dqsqc;;
8225;2c4c;asad8c;;
8227;2cac;4h9c2h;ts;4c
8231;3h7h;;;
8236;6c2c;;;
8238;4c3c;5h5c4s;qs;2d
8239;6cqc;js3h5s;;
8246;6s7s;4c2s3d;;
8250;2h9h;kckhah;;
8256;2s9s;;;
8267;3hth;;;
8269;8s4s;;;
8272;kh6h;;;
8273;ac7c;;;
8277;td6d;;;
8282;9h7h;;;
8284;8s3s;;;
8292;thqh;;;
8294;9hth;;;
8305;6dtd;9c7h2d;2s;qs
8307;ts5s;js5h3c;;
8315;ah4h;4ckcac;;
8317;qc4c;;;
8321;4d6d;8s4c2d;;
8336;4dtd;5djc2c;;
8347;2s8s;6sqcjc;qh;6d
8349;3sts;;;
8362;kdtd;;;
8364;9d3d;;;
8365;jhah;;;
8367;6c2c;4cadks;4h;2h
8380;5d7d;jd9c2s;6c;5c
8381;tsas;2skh6s;7h;qh
8382;jc4c;;;
8387;7cqc;;;
8389;9d5d;;;
8395;ks9s;;;
8397;adqd;;;
8413;jc7c;9dtd3d;;
8424;5dad;;;
8427;6dtd;;;
8440;tc9c;9d5cqs;8c;
8441;kd3d;;;
8443;6s8s;qs7s6c;;
8448;2s5s;;;
8452;tcqc;;;
8458;5s8s;ts9hqs;6h;7d
8462;th4h;8c3d9s;qc;kd
8464;7dtd;6d8s9d;;
8473;kdjd;;;
8475;js2s;jc3d9h;;
8480;3dtd;;;
8486;jcqc;;;
8488;qc6c;;;
8495;9s6s;;;
8500;ks8s;tc2s9h;;
8509;8h3h;;;
8510;4s2s;;;
8512;th4h;;;
8513;9s8s;;;
8518;6s2s;;;
8523;8sks;5c4cjs;;
8525;2s5s;9sad3s;7c;5h
8530;ad6d;;;
8543;kd8d;4dqdtd;;
8550;qsjs;7h7c3h;ah;ad
8551;8h5h;;;
8558;ad8d;3s6c6s;5d;as
8563;2dqd;qc7h6c;ad;4d
8564;2d4d;;;
8565;5ctc;jctd2h;4c;8d
8568;actc;;;
8571;4h3h;;;
8574;3ckc;ac3d6d;;
8576;6h5h;;;
8577;ah6h;8s7s5s;ac;ad
8583;5c4c;th5s5d;8d;qd
8585;8h2h;kh2c4d;6s;3s
8588;9hkh;;;
8589;6s4s;;;
8593;kc8c;4cqd5s;kd;qh
8603;3d9d;;;
8604;3dtd;;;
8626;9c5c;;;
8628;6dqd;jctc3h;4c;td
8631;8c4c;th3d8s;;
8633;td4d;;;
8645;6c7c;;;
8650;7sts;qh3c9h;9s;
8653;kdad;tc6ckh;;
8665;5cac;kc5d5s;;
8670;ts2s;;;
8686;as9s;9h7s6h;5s;kd
8704;7cac;;;
8708;2hth;;;
8717;2d5d;;;
8728;8sas;jsqc9s;;
8738;8ctc;;;
8741;ksqs;;;
8753;js4s;3s4hjc;;
8759;td9d;;;
8760;js2s;adtc7c;3d;
8761;4h5h;;;
8762;7c6c;;;
8765;7hqh;2dqd5s;;
8769;2sqs;jhqdas;kd;
8780;3s6s;5s9sac;;
8786;khjh;;;
8792;2h5h;;;
8795;2sas;6ststd;6c;4h
8796;8cjc;6c9c5h;;
8798;4cjc;;;
8801;jcac;thad6h;9s;7s
8813;4h7h;3c9c3h;6d;2h
8815;jh3h;3skdth;6h;5d
8828;kd6d;;;
8829;9ckc;;;
8847;qhah;;;
8848;kd3d;th9sqh;;
8876;8c2c;;;
8881;8hkh;4s3htc;;
8884;qsjs;3h2dtc;4h;jc
8889;5s4s;;;
8891;3h5h;khahth;;
8900;2d4d;;;
8903;ks8s;;;
8904;jh5h;;;
8909;qh9h;jckcac;;
8911;jd8d;;;
8918;8ckc;3h5h5c;tc;ts
8919;5dkd;3c4hqc;6h;3s
8927;9dtd;7c6sqc;4s;8s
8931;qhkh;ad3s6s;9c;
8933;qhjh;6h8d9d;4d;8h
8934;7d8d;;;
8935;as6s;6dac2c;;
8956;3hah;;;
8965;6cqc;qd4h2s;2c;as
8971;9dtd;8d4cjc;;
8989;3h7h;;;
9004;9d6d;;;
9008;jsqs;8h5cas;3s;7c
9017;js3s;;;
9021;9h5h;9d5dks;;
9023;8d7d;ts2s4h;js;
9024;ah5h;2hkcjh;9h;
9031;ac9c;qdkd5d;;
9032;ah6h;4cqs9c;6c;ad
9033;5dtd;7djcks;qs;6d
9059;8c7c;;;
9076;3hjh;;;
9080;2c3c;kh2s3s;js;
9083;8h9h;;;
9084;4ckc;;;
9091;6s9s;ahks2s;8c;4c
9093;8cqc;2ctckc;as;
9098;8hah;;;
9099;asts;;;
9106;8c9c;;;
9107;qdad;;;
9108;kc9c;;;
9115;4d5d;;;
9119;9s7s;;;
9125;2c4c;qctc3c;4s;3d
9141;6s8s;;;
9143;9s7s;;;
9154;kh7h;ahadts;6c;
9155;3c6c;;;
9156;5h3h;8dks3s;9d;qd
9157;as9s;;;
9161;5dad;jcqh7s;kc;6h
9163;7dtd;6h8hks;jh;qc
9165;2dtd;;;
9168;9cjc;;;
9174;ad3d;;;
9177;7c9c;;;
9192;4d5d;3cqhjd;9d;
9193;5h2h;;;
9195;8c3c;;;
9209;ts7s;;;
9210;6cqc;;;
9218;2dtd;;;
9222;kc8c;6cjh4d;;
9224;7d9d;7hkd3s;;
9225;3hah;8hth5h;;
9233;ksqs;;;
9240;7d9d;;;
9243;2d9d;;;
9247;th4h;;;
9252;3s2s;3c8c8d;3d;7d
9254;qh8h;;;
9256;2c7c;;;
9258;9h5h;kd3s4s;ks;jc
9259;6s3s;;;
9261;5c3c;;;
9271;tc5c;;;
9274;6sqs;;;
9276;7d8d;;;
9277;4sks;;;
9282;ac3c;ts8c7h;;
9283;2c5c;9c4sad;9s;8c
9288;2hqh;;;
9293;kcjc;;;
9301;ac2c;;;
9305;8ckc;;;
9307;7c2c;;;
9312;2c7c;kc8sqh;jh;kh
9320;7d6d;;;
9321;jh2h;3d9h4s;qc;4c
9324;ts7s;6h3s7c;jh;
9336;5c2c;;;
9344;3sks;4h5s2d;tc;th
9348;4hkh;adtdqs;2d;2s
9352;ad9d;;;
9355;6h9h;qs2s5c;kh;
9358;3sts;;;
9367;tc9c;;;
9379;6dtd;;;
9397;th9h;khjh4c;;
9398;qc3c;7s6h3d;ah;8s
9404;3h8h;;;
9433;9sjs;;;
9434;3d2d;td7h6h;;
9437;kdjd;;;
9441;2h5h;jdqcas;3h;7c
9445;9c8c;;;
9453;6dtd;;;
9456;7c3c;;;
9460;kc4c;9h2had;qh;tc
9461;8h9h;;;
9471;thah;;;
9484;6cqc;;;
9485;3d8d;;;
9502;8hqh;qc4s2d;;
9504;8c4c;4d6h6d;qh;9d
9518;8hkh;;;
9525;9hah;qh9sas;6h;
9538;8d4d;;;
9542;jc4c;qh3ckh;;
9550;2d3d;7d3c9h;;
9555;2h4h;;;
9569;ad2d;9ckhqc;3c;tc
9580;adjd;7dkd8d;;
9582;9hth;kskcqd;2d;
9592;3d4d;;;
9596;js4s;;;
9603;as6s;;;
9618;3sks;;;
9620;jcqc;;;
9627;tc6c;4s2s3s;;
9629;qd6d;7cad5s;qh;
9633;tdad;;;
9636;8h7h;;;
9652;ah3h;7h8h6c;9d;3s
9660;9s5s;;;
9662;7s8s;;;
9671;6dtd;8d5hth;;
9672;kh5h;;;
9678;js3s;;;
9679;4sts;;;
9680;ts4s;;;
9681;7dqd;8dth9h;jc;
9682;th3h;;;
9690;tsqs;;;
9691;4h3h;;;
9702;qc3c;;;
9707;9cjc;;;
9708;2ckc;;;
9716;ah2h;qsjs5d;;
9725;2s6s;;;
9749;3hah;;;
9750;th6h;;;
9754;2s3s;jh7skd;;
9759;6s7s;;;
9763;7dqd;2hqskd;;
9767;9d8d;;;
9768;adqd;;;
9775;jh7h;;;
9777;2djd;;;
9781;4sks;3djcth;td;7c
9783;2hah;;;
9785;qs8s;3c5dqh;qc;3s
9791;2h7h;adah5h;;
9799;ahjh;;;
9800;qs4s;;;
9808;7c4c;9s2hqh;;
9833;4sts;;;
9841;ah8h;kh2djc;js;6d
9855;4d9d;;;
9857;8h7h;6cjh2d;js;qc
9859;4s9s;2h3c7h;;
9863;3d6d;kd2d5c;7h;4d
9877;7h8h;td3h9d;;
9879;qc3c;;;
9890;6ctc;;;
9892;4s2s;;;
9910;kc3c;5h8d4d;7s;
9913;ad4d;;;
9914;8cqc;;;
9919;6djd;;;
9934;jsks;;;
9942;5hth;7hjs5s;jd;
9947;jdkd;;;
9948;3dkd;;;
9962;6c4c;asqh3s;;
9969;7sqs;ad3h9c;kh;
9977;5cqc;js8c5d;3s;td
9984;2djd;;;
9995;qc6c;qh3d2s;2d;5c
9997;9cac;;;
10010;2s5s;6cjs2d;;
10013;qs7s;;;
10020;2sks;;;
10023;qdjd;;;
10028;4h2h;;;
10030;khah;9h8cas;;
10040;adqd;;;
10042;kc7c;6s8h9c;2h;
10056;2d3d;js4d2c;3c;ac
10060;9s4s;;;
10063;6dad;3d4d9c;;
10067;2dtd;;;
10070;qhth;kh8sjh;;
10076;6c8c;4dad7d;ah;
10084;5dtd;2s9c9h;4c;
10086;tc4c;6d7c7h;kd;
10088;8s7s;5s2d4h;3d;
10091;ah9h;;;
10108;jh2h;9had2s;3s;
10112;qc2c;ah5h4h;;
10116;td8d;jh4d2s;3d;as
10119;2s4s;kc3cad;;
10123;jctc;tdthas;4h;5h
10131;4h2h;jd2c9d;qc;td
10134;qctc;5s2cth;6c;kd
10136;4dad;;;
10142;jsks;7std8h;as;
10148;jd6d;5s6s8c;9d;8s
10151;8c5c;;;
10156;jc6c;;;
10172;5sas;5h4c8d;;
10175;kc6c;kd4hks;ad;2d
10176;6s8s;;;
10191;7sas;kskc9c;;
10192;kcac;;;
10202;8d4d;8h6h7d;tc;
10218;qh2h;5d4sjh;;
10219;kh7h;;;
10220;thjh;tstdkd;2s;5h
10226;ks4s;qc8c3c;3s;jc
10230;9cqc;jh2cjs;kh;6c
10233;kd4d;;;
10244;ad6d;7dks2h;;
10250;8h3h;;;
10270;5s8s;qsks7d;;
10277;5s8s;8cac5c;6d;
10294;th7h;qdactc;;
10306;7sks;4skcjh;;
10310;8c3c;;;
10312;5c3c;6s8d7d;8s;
10314;jdtd;5dqdqh;5s;kc
10320;4c6c;;;
10323;6h7h;ad3d7s;2d;5d
10324;kc2c;kdthah;9d;8h
10325;tsjs;;;
10333;ah7h;;;
10334;qd4d;9c5d2s;;
10340;7d6d;;;
10347;jd9d;;;
10355;tsjs;4s7sjh;;
10366;4sjs;ac5d2d;;
10381;3cac;;;
10385;4cjc;3c6hkc;;
10387;adtd;;;
10390;qsjs;jc8h9d;as;6c
10392;4h8h;6s6c5c;5d;
10396;ksqs;;;
10422;ad2d;2c9hac;;
10423;4d2d;ac5c9h;;
10427;kdqd;;;
10431;jc2c;;;
10432;2dqd;;;
10444;9dqd;;;
10448;th4h;qs2c7d;8s;
10450;4cac;2d8std;;
10455;3h5h;qh2d8h;kd;
10456;9djd;2sjcqs;2h;as
10458;ad2d;kdjcth;4c;
10459;8ctc;3h4c9c;4s;kh
10466;as6s;jdjc4c;;
10469;4sqs;;;
10470;qctc;qs4h5s;2d;8s
10471;5cqc;jstcts;jd;
10478;8c9c;8djc5s;2c;9s
10490;5hah;3s7c2d;8h;
10492;8c2c;;;
10494;9cjc;asqs2h;6c;
10509;5c6c;kcts3s;9h;qd
10516;8hqh;6cks5h;;
10518;td9d;3sqd8h;;
10521;jh5h;tsjc6h;th;2d
10536;3ctc;;;
10544;6c7c;5h5c2d;;
10555;6d2d;ahac9c;jd;kh
10556;3sjs;ad6c4d;kc;qd
10559;ac7c;4c3c2d;2s;6d
10560;4s2s;9c6dqh;qc;
10571;7c2c;;;
10585;kc8c;ac5s8d;5h;4h
10586;jd8d;td2d9d;5s;5h
10593;6h2h;;;
10594;4h9h;ac3hjh;3s;5c
10600;4s9s;qh4hkd;;
10621;jhqh;7h4cjs;2c;6s
10629;adqd;;;
10634;2c7c;3s6djd;6h;
10645;jctc;7cqhkc;5c;
10652;kh7h;2s5h9s;;
10654;9s5s;5h6s9h;;
10658;js2s;qh8hth;;
10666;6d8d;;;
10674;ad3d;7djsac;ah;6d
10688;4s5s;2dah7c;qh;
10690;ts8s;;;
10694;tsqs;5dqc8d;6d;qh
10699;3dad;js2h5d;ts;7s
10700;6c5c;4h2s7d;2d;5h
10724;5d4d;9hjcjs;;
10727;8dtd;4d6ckc;4c;9s
10730;8cjc;td9cqs;3h;th
10731;4d6d;th6c3s;6s;8s
10734;9sas;5cqd8d;2h;
10736;6c8c;;;
10774;2cqc;acks3s;6d;kc
10776;qcac;;;
10778;9cac;4d5dkh;;
10780;td4d;as9dad;8s;7c
10790;4cac;qs6d8s;qh;3c
10799;9hjh;4s7d5h;9s;qs
10800;ahth;jd4s8h;qc;qd
10807;8c4c;;;
10810;2c4c;;;
10820;kd7d;ahad3h;kh;5c
10821;as3s;;;
10831;2sjs;;;
10834;ah8h;jd6s5c;;
10838;6c5c;7dtd6d;;
10841;jsts;;;
10844;td4d;kh9hks;;
10848;qd8d;4c4d3h;7s;
10853;td6d;;;
10858;2ckc;;;
10870;qsks;;;
10889;4ckc;4d6s6c;7d;kh
10901;8c2c;4d4s4h;;
10914;7s4s;;;
10917;ks9s;qcjs3s;;
10924;3h5h;;;
10937;2h8h;;;
10938;qc8c;;;
10939;jd3d;5c9c6h;;
10945;6dqd;;;
10947;qhth;td4h6c;;
10953;5cac;3dtc6h;qd;4s
10964;7d3d;9s7cas;jd;td
10981;7s3s;5h9d9s;;
10985;5d7d;kh9sqh;ad;3h
10986;jh5h;9cjcah;;
10994;4hth;7h3h9h;9s;td
10997;jc2c;9h5c7c;6s;
10999;6c8c;4djhac;;
11004;as5s;;;
11007;ts7s;;;
11012;3dkd;;;
11013;3d7d;as2h2s;;
11014;5hqh;;;
11016;ac9c;;;
11017;9h3h;2s7dks;7c;
11018;7d6d;;;
11027;ad5d;3d2d6h;7s;9c
11043;qhjh;;;
11044;ah5h;;;
11053;2ctc;3h9cqh;;
11055;5hah;;;
11064;5s4s;asjh2c;;
11072;as2s;;;
11074;qsjs;;;
11077;4cqc;7d4stc;3s;
11083;3c7c;;;
11098;8h7h;;;
11099;9hah;9s2s2d;2h;kc
11104;4sqs;;;
11111;3h6h;4s7h9c;2c;
11125;9c2c;9sqd9h;;
11130;7djd;kd3s2d;4d;qc
11137;3c4c;tc4s9s;;
11142;9s3s;;;
11144;6d4d;6h4hth;tc;
11147;7sts;;;
11170;3c5c;jc5d4h;;
11172;9c4c;;;
11182;ad7d;ah2h7c;tc;3c
11193;jd9d;;;
11194;6d8d;qsqd2h;;
11196;4d2d;qs3cah;;
11201;6d8d;;;
11202;2s8s;qc9ckh;td;ts
11224;7h8h;5skd6d;2h;
11230;ahth;ad5d7s;kh;
11240;7c3c;ac9h4d;jc;
11245;8h2h;th8dah;td;2c
11246;7dqd;5d6dtd;;
11252;4c6c;js6skd;qd;
11264;6s7s;qskhqc;;
11272;3h6h;4c6cjh;qd;
11273;3djd;;;
11276;5c7c;3h4c9c;7s;4s
11285;6s2s;;;
11294;kc9c;;;
11298;7dad;9s3c6c;2c;9h
11299;td9d;;;
11301;4cjc;;;
11316;ah2h;4d8d6h;2s;tc
11331;jc3c;;;
11337;6c8c;;;
11340;jdkd;ah5s5c;;
11341;8d5d;;;
11356;3d8d;;;
11361;5hth;8hjh6c;8s;
11364;9sks;tdah8d;ad;7d
11368;4hjh;6d6hqd;;
11378;5s6s;4h8sks;ah;
11382;kdjd;4s2sjh;;
11391;3sas;;;
11392;7d8d;kd4c3h;7c;5c
11396;qh3h;jc9c5c;;
11418;6hkh;tskckd;qd;2h
11440;3s9s;;;
11442;kd7d;td9hah;ac;
11443;2dad;;;
11446;7sts;3d2h7c;4s;2s
11447;td9d;6c7h3d;8s;
11456;4sts;ahac8d;td;5h
11458;8dtd;jh5c8s;5h;2c
11461;qdad;;;
11476;js7s;8c4s7c;jc;9s
11495;6h3h;;;
11506;qhah;;;
11511;tckc;;;
11513;tdqd;tcac5h;9c;4h
11520;tckc;ks4s9h;;
11522;6c5c;jd8hqc;;
11532;acqc;th8c3d;6d;4s
11534;js9s;th6sqs;;
11544;4c2c;4sqdqc;jh;jc
11548;5cqc;ksahth;9s;7d
11552;kh8h;7d6h6d;4d;
11557;4s5s;2sjh7c;2c;
11582;2cqc;ksqh5h;8s;5d
11588;ackc;qc6stc;;
11592;4s9s;ks6s5h;3d;6c
11594;3cac;khjs4d;;
11603;khah;;;
11606;6sqs;3hjdac;ad;
11615;3d5d;;;
11622;jctc;;;
11625;qd8d;;;
11628;tc8c;7s9h7d;;
11634;qd4d;as2h3c;6s;7d
11638;6h9h;ahkdtc;;
11640;6ctc;8s3sts;;
11642;8h3h;jhahjd;;
11659;9s4s;8sqs9c;;
11662;qc5c;6h5d7s;;
11663;9s5s;;;
11668;4d5d;2dahqs;ks;kc
11672;7s6s;jd2d8h;ac;3s
11675;2c8c;3h5c7c;;
11676;jh6h;;;
11677;4cqc;;;
11679;js2s;;;
11683;3s2s;;;
11693;ts3s;;;
11702;qh4h;ac6h7h;9c;6s
11707;jh5h;9h6d7h;qs;ac
11710;qc2c;7cth9c;4s;qd
11712;9sts;4cqh5h;ks;
11725;jsqs;6dqctc;as;3h
11732;qh4h;qcas2s;ks;6c
11733;qhth;2h6h7h;3s;
11742;6sjs;4s9s2h;ad;4d
11749;as2s;adah5d;kh;qs
11768;4h5h;4d6sjs;jd;
11770;7hth;5hkhks;;
11775;js2s;;;
11779;5s6s;6hks7s;5c;4c
11781;9hth;;;
11782;8d4d;;;
11794;4s5s;;;
11799;5hah;qh6h3h;;
11808;asks;;;
11812;5c9c;;;
11823;ah7h;;;
