id;Pocket;Table;Turn;River
17231;ac6d;9cadjc;9d;2s
17232;8h6c;;;
17234;jhqs;;;
17235;6c6h;5sth5d;;
17236;9htc;5hqdqh;;
17237;th2d;;;
17238;7h5s;kc5c8s;ts;ac
17239;7c4s;jhad5c;;
17240;kh4d;5h8c7h;js;
17241;3c9h;;;
17242;qskh;;;
17243;6c6h;td7s7h;tc;
17244;4h6c;;;
17246;3c3d;8dkd3h;kh;
17247;7h3d;;;
17248;5std;5h4h2s;;
17249;3c4h;;;
17252;tdth;;;
17253;6h2c;;;
17255;9d4h;ksqdkd;;
17257;jhad;7cacqh;4h;td
17258;qctd;qd5stc;3s;
17259;2s6c;;;
17263;ks8h;7h7d3s;;
17266;8h8c;;;
17267;qc7h;2hac3h;;
17275;jc7h;qcas3c;5s;th
17277;jd5c;2s9c7s;jc;8c
17278;5d2c;;;
17279;kh5s;2s2h2d;ac;jc
17282;2cqh;;;
17283;7cqd;;;
17284;3cas;ad3hkd;7s;5c
17285;4h9c;6c4djd;ts;6d
17286;ad4h;tcqd2d;8s;8c
17289;3h2d;;;
17291;6sjh;2hts6c;8h;kc
17294;4d6c;;;
17296;tc5h;;;
17297;3cqh;adjcac;6s;8h
17298;9s2h;;;
17301;3hqc;5c7had;;
17304;qs9h;qcjs3c;jd;7d
17306;kd4s;7skh8h;6s;2d
17307;5hks;;;
17308;tc8s;qc2ckh;4s;4h
17312;9h4d;;;
17316;kcks;acasqd;ah;6s
17319;ksqc;4s7skd;;
17321;qs5c;qc3h8c;;
17322;4cas;9ckdkh;8h;js
17323;js7d;7h5s8s;qh;
17325;8c6d;;;
17326;qd3h;3ckd3s;6s;ks
17327;9h9s;ts2dkc;2h;8h
17328;2stc;;;
17329;3c7d;;;
17330;acts;;;
17331;td4h;6d5h9c;;
17335;tc6h;kh3h6c;;
17336;thks;4d6dah;4h;qc
17337;adkh;;;
17341;4s6d;5d4h9h;jh;as
17342;3dth;;;
17343;6d4c;5c5h8s;2h;ts
17344;7c2d;;;
17349;thas;;;
17350;ts8c;9std7d;3d;jc
17351;kcqs;;;
17353;3cas;7d8h8d;5h;
17354;kdkc;;;
17359;as8d;4hacqh;;
17362;adth;4std5c;;
17366;3c9s;;;
17367;kcjd;;;
17372;kh4c;;;
17374;3c3h;6cqd6d;;
17376;2s7h;;;
17377;3h9s;8s9d5c;6h;8h
17378;9dah;6cac4h;3c;ts
17382;3c8s;;;
17384;jsad;;;
17385;7c5d;3d4c8h;4s;5s
17388;qc3d;ah9dqs;ad;
17389;7skh;;;
17392;9dah;8cqd2h;jh;4h
17396;6h8s;3dkd9c;;
17397;qh2d;8dkc4d;3c;
17398;4dts;;;
17399;5s8c;;;
17401;jhks;;;
17402;jhkd;9stc6c;8d;2h
17403;8h2s;;;
17404;qckh;9hks9c;;
17407;8hac;;;
17408;qc6h;5d8s4d;2d;
17409;3s4c;kdtd9c;4d;jh
17410;2d7c;;;
17411;2h8s;;;
17412;as4d;qc3d4s;th;6h
17413;jh4c;3cjc2h;6d;4h
17416;jh2s;;;
17417;jd2s;;;
17420;9hqc;9dtc6h;9s;
17422;ah3s;;;
17423;4d9c;;;
17425;as9h;jdqc3h;8d;8h
17426;7h7d;qhas7c;;
17431;qc7h;;;
17434;qs6h;tc3d3h;2c;7h
17437;as2h;4sjhjs;kd;
17440;qs4d;2d2sjd;;
17444;qhks;;;
17445;2cad;qd6sjd;td;
17448;8c2h;;;
17449;qh2d;2cac2s;6s;
17450;2h2c;qh7ctc;;
17452;9c9s;;;
17454;4h7c;4d2djc;9h;ah
17455;qh5s;jdkdqs;kc;qc
17457;2dts;qdtc3h;;
17461;2c4s;6sjs3s;3d;3h
17462;ts4c;;;
17463;kh3s;4d9c8h;ks;th
17465;3h7s;;;
17468;4c4s;kd9hqh;2d;3h
17469;acjs;qc9dks;5c;6s
17473;4c6h;4hqhjc;;
17481;js4c;qd9s5h;;
17484;2std;;;
17486;js8h;9c3s2d;;
17493;7h2d;;;
17494;3c9s;;;
17495;7s3h;;;
17496;ad4c;;;
17498;3c6s;;;
17500;5dqc;;;
17501;4cjd;;;
17503;ac2s;;;
17505;kd4c;5s5h4h;qc;4d
17507;kcad;;;
17508;ahad;9s4c9h;9c;
17509;asjd;;;
17510;9h4c;;;
17513;3sqh;;;
17514;6d5c;;;
17515;ad2h;6ckhac;td;7s
17519;4c8h;;;
17521;js9d;6s8had;;
17524;9d7s;;;
17526;8sjd;7hjh9h;as;ts
17527;5s4c;3d5hth;;
17528;2skh;;;
17529;kdjc;kh2s4c;;
17530;ts5c;;;
17531;jdqs;;;
17533;2c7s;;;
17534;as7d;;;
17535;4h5c;;;
17538;2c7s;;;
17539;jcth;;;
17542;jd9c;kh9had;qh;8s
17543;6dqc;;;
17548;as6h;;;
17549;th2d;;;
17552;jd8c;;;
17553;2htd;;;
17557;5sac;;;
17558;qctd;;;
17559;5dtc;;;
17560;3dts;;;
17561;6djc;;;
17562;5h7s;;;
17563;tc9h;;;
17565;6d4s;;;
17569;8h5d;;;
17570;3s2h;;;
17572;6h3s;;;
17573;tskd;;;
17574;jh4s;;;
17576;3s5c;;;
17577;8c8s;;;
17578;9ckh;;;
17581;4stc;;;
17582;4sac;;;
17583;ac3d;;;
17584;3h5c;;;
17585;ac6d;4hqdah;ks;jc
17586;jd3c;;;
17589;thjs;4h5c8d;;
17591;qc6h;;;
17592;2sqd;;;
17593;jh5c;;;
17595;kh4d;;;
17596;ts5c;;;
17597;js7c;4h9ctd;3s;kd
17598;3ctd;;;
17601;4dks;;;
17602;5h3s;3d2ckd;7s;2s
17603;qhtd;;;
17604;4skc;ks5s8c;ac;5c
17605;5dks;;;
17607;ah7s;;;
17611;7h4s;qh3d6s;4c;
17612;ksad;;;
17614;9cjs;;;
17615;9ctd;;;
17616;2had;2s3c2c;3h;9d
17617;kc2h;9c9h5c;9d;ac
17619;4hks;;;
17621;8s2d;;;
17622;khqc;9hkc6h;7h;9s
17624;3djs;;;
17625;qckh;7djhjd;ad;qs
17628;2s3h;;;
17632;qd2h;;;
17633;8sjd;;;
17634;qh5d;;;
17635;kctd;;;
17637;3h7c;;;
17638;4s6h;2c8had;kc;6s
17640;2hkd;;;
17641;ksah;;;
17643;kd6s;;;
17644;4d5s;7h9cqc;9s;2s
17645;2c3d;;;
17647;4h5d;;;
17649;7cad;qcas5h;kc;7s
17650;qc7h;;;
17652;9h6s;4sjsjc;;
17653;6d7s;;;
17656;tdth;kd8dks;9d;4d
17658;2sjh;;;
17660;jc2s;;;
17661;qh3d;;;
17663;3h7c;;;
17665;8hkc;5h4cks;js;7c
17666;8cjh;;;
17667;6d3h;;;
17668;8dtc;;;
17669;6c5h;;;
17670;5sac;;;
17673;jcth;;;
17674;qh8d;;;
17676;qh5s;3sjc2d;;
17677;8has;6sjs3s;7c;
17679;js7h;2h8dah;kd;2c
17681;tdqs;;;
17682;9hts;8s8c3s;;
17683;2sqc;;;
17686;5c2d;;;
17688;qcts;qhasad;;
17689;9cqd;qh5d3d;;
17690;kh9d;;;
17691;ks4h;;;
17692;4d3s;tdjhqc;qd;
17694;tc4d;;;
17696;6d8h;;;
17699;jd3c;;;
17700;qc7d;9cts6c;7h;qh
17702;6c6h;;;
17704;4sqc;;;
17705;2s6d;;;
17706;ks3c;;;
17708;8s4h;;;
17710;6h2c;;;
17711;jc6d;;;
17713;qd5h;;;
17714;kd9h;;;
17717;tsad;;;
17720;2sjh;;;
17721;jdts;;;
17722;qh8d;;;
17723;4d2h;;;
17725;js2c;;;
17727;2d5h;;;
17728;8sac;;;
17730;6d4s;;;
17731;kdjs;;;
17736;9s5h;;;
17737;2sad;;;
17739;th6d;;;
17740;kckd;qsad6c;3d;qd
17741;qh7s;;;
17743;7d4c;2d3sjh;;
17744;8s3d;;;
17746;6d2s;;;
17749;9d4h;;;
17753;7c5h;;;
17754;5d5h;;;
17757;ks9h;;;
17760;qs3h;;;
17761;tdas;;;
17763;7d5h;;;
17764;9cad;;;
17765;2c5h;;;
17768;8d4s;;;
17769;8cth;;;
17770;9c4d;;;
17771;kh2d;;;
17772;adth;qs9c8c;;
17776;6s9c;;;
17780;qh5c;;;
17781;7c8d;;;
17782;3ckh;;;
17783;5c7d;qh9sjc;7h;as
17784;3h4c;;;
17785;2s8d;;;
17790;tsac;;;
17793;9h8d;;;
17794;8d2s;;;
17796;ts5h;;;
17798;5hks;;;
17799;ac5h;;;
17801;9cjs;;;
17802;9h3c;;;
17807;9c7d;;;
17808;9cqh;thqc3d;jc;
17810;9d8h;;;
17811;2s4d;;;
17812;4hks;;;
17817;3d7c;;;
17822;5s7h;;;
17823;7djh;;;
17824;2c5d;;;
17825;8skd;;;
17826;6s5h;;;
17827;khas;7c4c3d;;
17830;qc5s;;;
17833;5hac;;;
17834;9h8d;;;
17836;9hjd;;;
17837;5d8c;2cac5s;;
17838;ackd;;;
17839;6c8h;;;
17840;7h6d;;;
17842;5dah;;;
17843;2hac;;;
17844;3d9h;;;
17846;6s8d;;;
17849;jhac;;;
17850;4s7c;;;
17855;jh6s;;;
17856;8sah;as7s8c;2s;tc
17857;5d9s;;;
17859;2h4d;;;
17862;3h8d;;;
17863;2h3s;as2cjd;5s;kh
17865;5skd;;;
17866;5h2s;;;
17867;4cks;;;
17869;4s8c;;;
17871;6d2c;;;
17874;8s3h;;;
17875;7d8h;;;
17877;3d3h;;;
17879;js7d;;;
17880;9d2h;;;
17883;2d5s;;;
17884;4s7h;;;
17885;3ctd;;;
17886;2s9c;;;
17888;6c3h;;;
17889;9had;;;
17893;tsjh;;;
17894;acjh;;;
17895;as8c;ac7dah;8s;kc
17896;kdks;ts4c6h;;
17897;2hjd;;;
17898;tc3h;;;
17899;4h7d;;;
17900;7ctd;;;
17901;6hac;;;
17902;kc3s;;;
17903;9dts;;;
17905;kd2s;;;
17907;ks9c;9d3das;6c;
17908;7cts;;;
17909;4c5s;;;
17910;5c4d;7h8h9h;;
17911;8c6d;td8d7s;tc;ah
17917;4dqc;;;
17919;td2s;;;
17920;6h3c;;;
17924;7cjd;;;
17928;jcqh;;;
17929;9h6s;;;
17930;3cah;jd9d6h;5d;6c
17931;9h7d;qhtdjh;7h;4h
17932;8h3c;9std7h;;
17933;qd7s;;;
17934;5c4d;9c3dah;;
17935;5d6s;3s8s8c;;
17937;jc5h;;;
17940;qh6d;;;
17941;5c7h;;;
17942;4c9d;7h7cjs;ad;jd
17947;7dac;;;
17950;3s2h;;;
17954;6das;;;
17955;jc7h;jd2skh;2c;tc
17956;td7h;3dacks;;
17957;kdjs;;;
17959;qh6s;;;
17960;askh;ks2std;2h;
17961;3c4h;5hqsah;6s;5d
17962;th6s;as4c9s;;
17963;3s2c;;;
17965;qs4c;9s5c8s;;
17967;2dqh;;;
17970;qc6d;ah2h7s;8s;8d
17972;8sac;;;
17973;6h7d;5s5c4d;jc;th
17975;ac9s;qs5s5d;tc;
17976;ad7s;;;
17978;6c3s;;;
17980;8h9d;3c9c4h;td;qc
17981;qsjc;;;
17982;8h7c;5d3cad;;
17983;9h6d;;;
17984;5h7d;;;
17987;7cjh;ah9c3c;th;
17988;7h6s;;;
17991;2hqc;;;
17995;ahqd;tdjdtc;ad;
17999;4d9h;;;
18001;5stc;;;
18002;ah9s;;;
18004;qhas;;;
18005;2c9d;;;
18012;5dkc;;;
18013;5s5d;kdkhks;ac;jh
18014;5c7s;;;
18019;3c6s;;;
18024;8d4s;;;
18025;9d3s;;;
18026;jh6c;;;
18027;thkd;7c3s8s;;
18028;4djh;;;
18030;kdts;;;
18032;7h2d;;;
18035;7d5h;;;
18036;2c4s;;;
18039;8c6s;;;
18040;3h8s;;;
18041;5s3h;;;
18042;5s7d;;;
18043;3s8d;;;
18045;7s5c;;;
18046;2c9h;qs8cqd;;
18048;5h8c;;;
18050;9d6c;;;
18051;8c4s;;;
18052;ks8c;;;
18055;5d6c;4d7h6s;2c;6d
18056;3c5h;;;
18058;kh8d;7c8s7s;;
18059;qc7s;;;
18060;6h9s;;;
18061;kc2h;;;
18062;jh9c;;;
18063;qcas;;;
18064;qc7h;4hks9d;4s;
18065;thjc;;;
18066;3c5h;;;
18067;jctd;;;
18068;kd2s;;;
18069;as6d;;;
18072;2skh;;;
18073;5c7d;;;
18074;7sah;;;
18075;2hjd;;;
18078;jhjc;6cjdqs;4c;2c
18081;7hqd;;;
18083;th5d;;;
18084;3d3s;qhjd3h;jh;8c
18085;5c9d;;;
18087;ts5c;;;
18088;tc6s;9c9sad;;
18089;4hkd;;;
18092;6s7h;9h4h3c;qh;2d
18093;8dah;;;
18099;4cks;;;
18100;qhqs;;;
18102;thkd;qskh9h;;
18103;5s2h;4dqstd;kd;
18106;kc7s;;;
18107;9hts;;;
18108;3dkh;;;
18109;7cts;;;
18113;6s5d;4s7hks;;
18117;2c5d;;;
18118;7hkc;;;
18119;8h3s;;;
18121;ahks;8hkdqc;;
18122;2sqc;;;
18123;7s2c;;;
18124;5h2c;;;
18127;jc4h;;;
18128;7cas;;;
18131;6d5h;;;
18132;6dqc;;;
18133;jh2c;;;
18134;5ctd;;;
18135;ks4h;;;
18136;th3d;;;
18137;ac2d;;;
18138;js7d;;;
18139;4d9c;;;
18140;acts;;;
18143;9cad;7c5stc;;
18144;6cjs;;;
18145;4cad;;;
18146;4h4d;2h7std;3c;2s
18147;4s7h;;;
18148;qh7s;;;
18151;7dkh;;;
18153;7s4d;;;
18154;3cah;5s3has;tc;2c
18155;3ctd;;;
18156;qd4c;;;
18160;tcks;;;
18163;7d7s;;;
18164;thtd;;;
18166;jcqs;;;
18168;qc7d;;;
18170;8c7d;;;
18171;adts;;;
18172;7h4c;;;
18174;khts;;;
18176;9dac;5ckhas;;
18177;3c6h;;;
18179;8h6s;;;
18180;6s4h;;;
18181;4d8c;;;
18185;2c5d;;;
18187;ac6s;astckd;kc;ah
18188;adac;qs8cqh;;
18189;3h5s;ah3cjh;7c;2c
18191;9dth;;;
18192;kdkc;;;
18195;2h7d;;;
18196;5dkc;;;
18197;qsah;;;
18198;as4d;;;
18199;9d4c;;;
18200;jctd;qhkd8h;;
18201;astd;;;
18202;kc4h;qh4d6c;ks;8d
18205;3sad;;;
18210;9c5s;;;
18214;3ckd;ts8h9s;;
18217;4c4d;8d3ctd;5h;4h
18220;8htd;;;
18226;6c3d;5d2dks;;
18228;4hqc;;;
18229;8d4h;;;
18231;kc8d;;;
18232;2cqd;;;
18233;2s8d;;;
18234;8c9d;;;
18235;8s8d;6c7s6d;5h;4d
18236;jc8s;2d4c8d;;
18238;kdjh;;;
18241;7d8s;;;
18242;9s7c;tsjctc;;
18243;as4h;;;
18245;jdtc;;;
18246;jc5s;;;
18249;6h9c;;;
18251;3c3h;;;
18252;kc8s;7h9c9h;ad;
18253;ac8s;7htskd;ah;
18254;jd7s;;;
18255;ks2h;;;
18256;6s5d;;;
18257;2d9c;;;
18259;6dkh;;;
18260;js5d;;;
18262;kd6s;;;
18263;6djc;;;
18268;jhtd;;;
18270;qd7c;;;
18272;3ctd;;;
18276;4s2c;8c7s3c;2d;2s
18277;7cts;;;
18278;5dqh;2dtc5c;;
18279;2stc;9s8h2d;qs;4s
18281;qs9d;9sth2d;;
18283;ks6d;;;
18285;5had;5dahkd;2h;3s
18287;2c4h;;;
18289;9h2c;;;
18290;4d9s;3ckc7s;qc;
18291;qh2s;;;
18292;td9c;;;
18293;7d4c;;;
18295;9d6c;kdqd8h;;
18296;tcqd;;;
18300;6c3h;;;
18303;8dqh;;;
18305;th3d;;;
18312;qs2c;;;
18313;9dkh;;;
18314;6skh;;;
18316;7cjs;;;
18317;6s3d;;;
18318;9d6c;9sksqh;;
18319;qhjd;qc2cjs;;
18325;acas;9dahkd;td;
18328;8cas;ah9dtd;;
18329;asac;9hah6d;6h;
18331;ksqh;8d7c5s;tc;qc
18332;9c9h;8hqh5d;js;8d
18333;2cqh;;;
18334;9hqd;;;
18336;5h3d;;;
18337;9hjc;6d3ctc;;
18342;ah4s;;;
18345;7hkc;;;
18349;6h8s;;;
18350;7h2d;;;
18352;ac6h;6sjs6c;;
18353;khkd;;;
18355;th9d;td3h8s;;
18356;9s8h;;;
18357;8sjh;;;
18359;6d3s;;;
18360;th2c;;;
18361;7hkd;;;
18362;4djc;;;
18363;8hkc;6h7d7s;;
18364;ahjd;jskd6c;3h;3s
18365;ac9s;;;
18366;8s5d;;;
18368;6s6h;;;
18369;6sah;;;
18375;jdks;;;
18379;8c9h;;;
18380;5dkc;;;
18381;3hjc;;;
18382;ad5h;kd2c4h;;
18383;4c7s;;;
18384;qdjs;;;
18385;jsjd;4d8hjh;;
18386;7d8c;kc4d6d;jh;7c
18388;8h2s;;;
18389;ahks;;;
18390;ts6d;;;
18392;8h7d;qskcth;6d;tc
18394;jhjc;4d6c5d;8c;3d
18398;ahqd;;;
18399;tckh;8cah3c;;
18402;ks9d;ah6d8c;qs;6s
18405;4d9c;;;
18406;kdth;;;
18407;5skc;;;
18408;th3d;;;
18409;9cqs;;;
18410;3d6h;;;
18411;4h7c;;;
18412;8dts;kdtckh;qh;td
18418;9ckd;;;
18421;jckh;;;
18422;jsqd;8c3ckd;4h;
18426;5c6d;9cqcjh;;
18427;jskd;;;
18428;tdqc;4d9s6d;;
18429;5s2d;;;
18433;qh4d;3hkc4s;;
18435;5s2d;;;
18437;jc8s;;;
18438;7hjd;9h4c3c;6h;
18441;7s2d;;;
18443;td6s;2cjsqd;5c;
18445;jc5s;2h9djs;4d;ks
18449;7d9c;3d6d2c;4d;9h
18453;7stc;2c7hah;;
18454;3c6h;;;
18455;qd3s;;;
18457;5c6d;js9s8c;jh;tc
18458;9h3c;;;
18461;jc2h;;;
18463;qckd;;;
18465;acks;jh6h7c;9c;8c
18466;3h9c;kcah5c;6c;4d
18474;7c3h;;;
18478;4c3h;;;
18481;ad6h;ks6dqd;qc;
18483;adah;6h5c9s;jd;
18484;8cas;;;
18485;9c4s;;;
18486;4cqh;;;
18487;kc8s;;;
18489;7s7c;2c6s5d;;
18491;as7d;tc3sks;;
18493;tdqh;7cqcjs;7s;
18494;5c2s;;;
18496;8h4d;;;
18499;jh6s;3dkc8s;5h;
18500;2d2c;;;
18501;js7d;5d8d4s;ah;5h
18502;6c2s;;;
18503;qs3h;jc8dqc;7h;ac
18507;7d2s;;;
18509;3h4s;;;
18511;7d2h;;;
18512;2das;;;
18513;4s5d;;;
18514;9cqd;3h6hjh;ac;9h
18516;8s2c;;;
18518;3d5h;;;
18522;5cjd;;;
18524;9hts;jd2dth;7c;as
18527;4c8s;2hqdqc;9s;
18529;qd7s;4d3dkd;9h;ts
18530;3cah;3dkd6c;jc;7c
18535;jd8h;6h4dah;;
18538;as6h;7s2sqc;ks;kh
18539;2h9c;;;
18542;4cad;;;
18544;th6s;;;
18547;ks6c;;;
18550;ks4c;9d6s2s;;
18551;2d4c;;;
18552;4s7c;;;
18553;kc6d;;;
18554;3s3d;;;
18555;5d3h;;;
18557;7sqc;;;
18558;jd8h;;;
18559;ac7d;3c9ctd;;
18560;3sqd;;;
18563;7sjc;;;
18565;jd7c;;;
18566;7sjd;9sqc7d;;
18568;5s2c;;;
18570;qh9d;;;
18571;qc2d;;;
18572;9d5s;;;
18573;8d7s;;;
18575;3dqh;;;
18576;4skh;;;
18578;khjc;;;
18583;jh2s;;;
18585;5s6h;;;
18586;adah;jd6std;;
18587;4c9s;3s8htd;6d;9d
18589;7c3s;;;
18590;5sah;;;
18592;7hqd;;;
18593;6cqs;;;
18598;7cjs;;;
18599;jh6d;;;
18600;6h4s;;;
18601;9das;;;
18602;5cts;;;
18604;5h5s;;;
18607;khtd;;;
18610;2c4h;;;
18611;ah5s;;;
18612;5sqd;;;
18615;qhkd;as2sth;;
18617;kc8h;;;
18618;2d5h;;;
18619;8djs;;;
18620;5hac;;;
18621;ahad;tcqs3h;jh;td
18622;8c5d;;;
18623;3h6s;;;
18626;5h8d;;;
18628;qcth;;;
18629;8d4c;;;
18631;8dth;;;
18632;8s9c;8c7c8h;;
18634;6cts;;;
18635;5h8s;;;
18636;7h5s;6c8sqh;9d;3s
18637;tc9s;;;
18638;tsac;;;
18639;6sah;;;
18641;8h4s;;;
18642;tc9h;;;
18643;th4s;;;
18645;3d3h;;;
18646;ac2h;;;
18648;4d3c;;;
18649;2sth;tctdqd;;
18650;5d7s;;;
18651;6c7h;9s2c5d;6d;8c
18652;4s2c;;;
18653;ac9s;;;
18654;kc4d;;;
18656;ts8c;;;
18658;8d7s;;;
18662;acks;;;
18663;ad5c;4hqh7s;3d;
18665;js7d;;;
18668;as5c;2d4d8d;;
18669;ac5s;;;
18670;2hts;;;
18671;2cad;;;
18672;9s4h;;;
18673;2dkc;;;
18674;6c5d;;;
18675;kskh;9cqh3s;;
18676;3cad;;;
18678;2sah;;;
18680;8cjd;;;
18681;jsjd;9casqd;kc;4d
18683;7s7c;;;
18685;7c9d;;;
18688;kh2d;;;
18689;6h9d;;;
18691;khad;thkd6s;7d;3s
18700;4hkd;;;
18701;qcjd;;;
18706;4hkd;;;
18707;ac6d;;;
18708;as3d;;;
18710;qh6c;;;
18711;adjs;;;
18712;jskh;;;
18715;2h8c;;;
18717;qdth;;;
18718;kcah;tc2s4d;;
18719;ac7s;;;
18720;qdqs;7djh6s;ks;
18721;8s2d;;;
18722;tsjh;;;
18727;3had;;;
18728;5c4h;;;
18729;3h8s;;;
18730;9c8d;ah6h6s;9d;9h
18731;kdqh;;;
18734;9d3s;;;
18736;qd6c;;;
18737;5s3c;;;
18739;qhjd;;;
18740;kh5s;;;
18741;9d6h;;;
18743;kcah;;;
18748;5h4c;;;
18749;th3s;;;
18752;khks;;;
18753;8s5c;;;
18757;thkc;;;
18760;3sjc;;;
18762;3hqd;;;
18764;qcjd;;;
18766;qdas;;;
18770;th8d;;;
18776;5h9s;ahks7c;;
18778;js6c;;;
18779;6c5h;;;
18780;4s8h;;;
18781;kd4h;;;
18783;7skc;3h6dqs;;
18785;3cqs;6c4cad;ah;2c
18786;qd6h;;;
18787;3cjh;;;
18788;5s6c;;;
18790;3sth;;;
18793;7dks;;;
18794;4hac;;;
18796;jc8d;;;
18797;8cqs;qh5h5d;7s;ts
18801;5skc;;;
18802;8h4d;;;
18804;ahks;5cjh5h;8c;qh
18805;3c8h;;;
18806;kstd;;;
18807;qcjh;;;
18808;jdkc;;;
18810;5c7h;;;
18811;5dqs;;;
18813;jh5c;3hjdkc;;
18814;jh6d;;;
18816;6h5s;;;
18819;as9c;6s8h4s;3d;
18825;6sah;qh8hjh;kd;2c
18827;ts7h;asqc6d;5h;
18828;kd2h;;;
18830;5s6h;;;
18831;tcad;9d2hqd;ah;4h
18832;ks8c;;;
18835;9h6c;adtd6h;2s;2c
18837;7h9d;9skd4d;4c;qc
18839;ac5s;;;
18841;8hqs;6h5s3h;3s;7h
18842;4htc;;;
18843;4hqd;8cthad;ac;jd
18844;9sac;;;
18847;3dqh;;;
18848;5h9d;;;
18849;2c3s;;;
18850;ahtc;;;
18854;9htd;6d9d7c;4c;6c
18855;js4h;kd5had;5s;8d
18858;7sqh;;;
18859;7h9c;;;
18861;7d9s;qcqdts;9c;2s
18868;6h4s;;;
18871;9dah;4dth9s;;
18872;jc5s;;;
18873;4s2h;;;
18877;2s7h;;;
18878;2s7c;;;
18879;2sjc;;;
18881;qs5d;as5hjh;8h;2s
18882;4c2d;;;
18884;kd7c;;;
18886;5c8d;;;
18887;jhqs;8d3c3h;4s;tc
18888;4ckh;;;
18889;6s2h;;;
18892;tc8h;;;
18898;jh8c;;;
18901;js5h;7hkd7c;qh;9c
18902;kh3s;ks4s8d;;
18904;ah8s;2htdkc;2c;9c
18906;2c9h;;;
18907;3c3d;3hacah;;
18909;tc7h;;;
18911;7cad;;;
18915;8d9h;;;
18917;5d3s;tcth6s;9c;2d
18918;qh3d;;;
18919;kd4s;6hjc3h;;
18926;jc7d;2d2c5h;7s;
18927;qs3h;5hah9c;6c;
18929;8d5s;ks7ckd;5c;9s
18931;qd5s;as7c6c;6s;th
18933;7dac;7ckcth;;
18934;jdah;;;
18935;2h9s;;;
18937;tcts;ac4sas;9d;3d
18938;3c5d;;;
18939;jcjh;8c8dah;3s;
18940;4hkd;;;
18941;kdqc;;;
18944;ks3h;3s6s4s;6c;8s
18947;ts8h;5s8das;8s;8c
18948;ts6c;;;
18950;5s2d;;;
18954;3h9s;;;
18957;9c3h;tc6c4s;td;
18958;jh7c;;;
18959;7hts;9s2c2h;qh;tc
18964;qstd;5c8c4d;;
18966;3c4s;;;
18967;8c6s;;;
18968;9s3d;;;
18969;7hkc;;;
18970;3cjs;2c9cjc;8s;th
18972;9h8c;4c8s2d;;
18973;4sjh;;;
18974;qd8s;6c3dts;ac;7s
18975;jh4c;tc8d6d;9s;js
18976;6h6d;;;
18977;kh7s;;;
18980;qh7s;8had4s;;
18981;th2c;;;
18983;5s8d;tdtc6s;5c;6h
18984;js8c;;;
18986;ah8c;as4dkh;;
18987;7ckd;6h4d9c;4s;ac
18988;2d2h;;;
18992;2c7d;;;
18994;9h9c;td4s3c;6s;qd
18996;th3s;;;
18997;qd2h;5djhkc;3c;7d
18999;adah;5c2djs;7h;
19000;8hks;7c9s7h;5c;
19001;kh5s;;;
19002;4cts;;;
19003;6d5c;thjcjh;ad;7c
19004;acjs;qhkdad;;
19006;9s4c;;;
19007;4s7h;;;
19011;4sjc;;;
19012;qdah;jh3h8d;9d;
19013;8s4h;;;
19014;qs9c;jd2has;3s;qd
19016;9dah;ks7s2d;;
19017;adts;3s3hqh;9s;
19020;tdkc;;;
19021;adts;;;
19024;3c5s;th2skd;;
19028;7c5h;8h4c4s;ks;8d
19030;4h6c;;;
19031;6s3h;8cah4h;;
19033;qc9h;5hadth;qd;7d
19034;9c7d;;;
19035;2d9c;;;
19037;qdjh;3dtckc;5s;3c
19039;jc5d;;;
19040;ad7c;;;
19046;5htd;;;
19049;jdas;4cjhkh;5d;9d
19050;6s7d;3sts8h;;
19052;3sqh;;;
19053;ahqd;5h5c9s;;
19054;5c3d;th2hjc;5s;ad
19055;8hts;;;
19057;9c9d;tc9sqh;7h;6c
19058;jcjd;;;
19060;7sjc;ah8h8c;3c;kd
19061;jd7h;;;
19062;2hjs;kc9h9s;6c;8h
19064;ah3c;;;
19065;5sjh;qc9d6h;6c;4d
19066;4cth;5c2c4s;5h;3c
19069;2s6c;;;
19071;2ctd;4s8htc;7h;ts
19073;kc5h;;;
19075;4dac;;;
19076;4h4d;js3s9c;4s;
19077;3d7h;;;
19079;kdqh;;;
19080;jhac;;;
19082;ts7h;;;
19083;kh8d;;;
19084;ahkd;tdjdkc;7h;ks
19085;6h2d;;;
19086;tcjh;9cas4d;8d;kh
19088;6d8s;jh4hqd;qh;
19089;8d4c;;;
19090;5sjd;7s4dad;3c;ts
19091;7d6h;;;
19092;7c6d;4h2c8h;kh;
19093;kc7d;;;
19095;ad6s;3c9d7c;jh;2c
19097;qc4h;;;
19098;6has;9c3s5d;4d;js
19099;2dqh;;;
19102;jc9d;9s3cad;;
19103;qdks;4d5c7c;qh;2s
19105;actd;2c8ckc;;
19109;ac7s;9d3hth;6d;kd
19110;5s2d;jc4skd;;
19111;qh4d;;;
19112;5c2s;7std4s;;
19113;asqd;jd2c7c;kh;7d
19115;6h2d;;;
19120;adkh;;;
19121;qcks;th2sjs;;
19124;7hks;;;
19125;5c5d;;;
19128;tc7s;;;
19129;7s2c;;;
19130;jhkc;;;
19131;ts8c;3d7d3c;kh;
19132;jh4c;jc7c7s;3c;8c
19133;7c3h;;;
19135;4s9d;;;
19136;5hjc;qh3sad;9s;qs
19139;9h3s;;;
19140;2d7h;;;
19141;kh8d;;;
19143;7dqs;;;
19146;7sth;;;
19147;7c2s;;;
19150;4s3h;;;
19151;qcah;;;
