id;Pocket;Table;Turn;River;proba_win_preflop;proba_draw_preflop;best_hand_flop;checker_flop;proba_win_flop;proba_draw_flop;best_hand_turn;checker_turn;proba_win_turn;proba_draw_turn;best_hand_river;checker_river;proba_win_river;proba_draw_river
8573;2c5s;;;;0.31162;0.06213;;;;;;;;;;;;
8575;8c4d;6std7s;;;0.36885;0.05388;HIGH_CARD;1.0;0.38445;0.0515;;;;;;;;
8578;jhkd;5cqs2c;;;0.59176;0.0222;HIGH_CARD;0.0;0.4547;0.0143;;;;;;;;
8580;4d8c;;;;0.36885;0.05388;;;;;;;;;;;;
8581;3s9c;;;;0.37593;0.05245;;;;;;;;;;;;
8582;4d7c;ts9s3c;9h;;0.35503;0.05579;HIGH_CARD;1.0;0.19985;0.0415;ONE_PAIR;1.0;0.28276240667545016;0.048528765920070265;;;;
8584;2h6d;;;;0.30905;0.05982;;;;;;;;;;;;
8586;4s9d;;;;0.37985;0.05171;;;;;;;;;;;;
8587;4hts;qc8sjh;ac;ah;0.41051;0.04979;HIGH_CARD;1.0;0.3667;0.08275;HIGH_CARD;1.0;0.40406236275801494;0.09031620553359684;ONE_PAIR;1.0;0.3151515151515151;0.0696969696969697
8590;9c3s;;;;0.37593;0.05245;;;;;;;;;;;;
8591;ac9d;thjh9h;;;0.59537;0.02664;ONE_PAIR;0.5;0.46865;0.0571;;;;;;;;
8592;8d6c;3dtc5h;9c;2d;0.4071;0.05226;HIGH_CARD;1.0;0.24435;0.019;HIGH_CARD;1.0;0.3487703118137901;0.013306982872200264;HIGH_CARD;1.0;0.04040404040404041;0.00909090909090909
8594;7ckh;7s3hth;ts;3d;0.53452;0.03617;ONE_PAIR;0.5;0.70435;0.008;TWO_PAIR;0.75;0.7911286780851998;0.01945542380324989;TWO_PAIR;0.75;0.7797979797979798;0.006060606060606061
8595;5d4c;6dkh5c;js;;0.35238;0.06277;ONE_PAIR;0.5;0.55995;0.0376;ONE_PAIR;0.5;0.569016249451032;0.03864734299516908;;;;
8596;9c4s;;;;0.37985;0.05171;;;;;;;;;;;;
8597;ks9d;tskd8c;;;0.5643;0.02861;ONE_PAIR;0.5;0.8246;0.02255;;;;;;;;
8599;2h9s;;;;0.36596;0.05168;;;;;;;;;;;;
8601;ac4s;;;;0.54863;0.03991;;;;;;;;;;;;
8602;5djs;jdtc5s;8d;7s;0.44919;0.04622;TWO_PAIR;0.5;0.87405;0.01075;TWO_PAIR;0.5;0.8209046991655687;0.010057092665788319;TWO_PAIR;0.5;0.7787878787878788;0.00404040404040404
8606;9sjh;qhjs8s;;;0.51579;0.03234;ONE_PAIR;0.5;0.7322;0.04295;;;;;;;;
8607;qskh;5d9d3d;4c;4d;0.60568;0.02022;HIGH_CARD;0.0;0.3488;0.0386;HIGH_CARD;0.0;0.27863416776460254;0.012911725955204217;ONE_PAIR;1.0;0.19090909090909092;0.00404040404040404
8608;jckh;7sjh3c;;;0.59176;0.0222;ONE_PAIR;0.5;0.8278;0.0082;;;;;;;;
8609;5c3d;jsac9d;;;0.33192;0.06308;HIGH_CARD;1.0;0.13205;0.1178;;;;;;;;
8610;7hac;3dkhts;qs;;0.5723;0.03395;HIGH_CARD;0.0;0.4662;0.03545;HIGH_CARD;0.0;0.3945542380324989;0.05002195871761089;;;;
8611;2s6d;;;;0.30905;0.05982;;;;;;;;;;;;
8613;3h6s;;;;0.33074;0.06063;;;;;;;;;;;;
8614;2c8h;;;;0.34095;0.05507;;;;;;;;;;;;
8615;4c2h;;;;0.30203;0.06132;;;;;;;;;;;;
8616;js8h;;;;0.49639;0.03554;;;;;;;;;;;;
8617;kdjc;;;;0.59176;0.0222;;;;;;;;;;;;
8620;tc8h;;;;0.48008;0.03745;;;;;;;;;;;;
8621;7d3s;;;;0.3373;0.05753;;;;;;;;;;;;
8623;5s2c;;;;0.31162;0.06213;;;;;;;;;;;;
8624;7c3s;ad7hqd;;;0.3373;0.05753;ONE_PAIR;0.5;0.5827;0.0434;;;;;;;;
8627;kc4d;3sad7s;;;0.50315;0.04201;HIGH_CARD;1.0;0.4209;0.0417;;;;;;;;
8630;jc9d;;;;0.51579;0.03234;;;;;;;;;;;;
8632;jhjs;2dtc3d;;;0.77102;0.00643;ONE_PAIR;0.0;0.7868;0.001;;;;;;;;
8634;kcah;;;;0.64394;0.01751;;;;;;;;;;;;
8635;qh3s;;;;0.46215;0.04405;;;;;;;;;;;;
8636;kdqs;ac5cah;8s;3c;0.60568;0.02022;ONE_PAIR;1.0;0.58225;0.0304;ONE_PAIR;1.0;0.5126482213438736;0.02158541941150637;ONE_PAIR;1.0;0.4585858585858586;0.00808080808080808
8637;tc4s;th7s8c;8h;6c;0.41051;0.04979;ONE_PAIR;0.5;0.6532;0.0563;TWO_PAIR;0.75;0.23115942028985506;0.06444883618796662;TWO_PAIR;0.75;0.6303030303030303;0.04242424242424243
8640;4hks;;;;0.50315;0.04201;;;;;;;;;;;;
8641;6sac;td5d5s;;;0.55684;0.0364;ONE_PAIR;1.0;0.50295;0.0625;;;;;;;;
8643;9s7d;2s3c7c;4c;;0.44268;0.0454;ONE_PAIR;0.5;0.71005;0.01205;ONE_PAIR;0.5;0.626306543697848;0.005401844532279315;;;;
8644;td8h;8d2sts;;;0.48008;0.03745;TWO_PAIR;0.5;0.86995;0.0047;;;;;;;;
8646;3dkh;;;;0.49516;0.04164;;;;;;;;;;;;
8647;3d5h;;;;0.33192;0.06308;;;;;;;;;;;;
8648;3std;;;;0.40171;0.04771;;;;;;;;;;;;
8649;4h9d;;;;0.37985;0.05171;;;;;;;;;;;;
8651;3h6c;;;;0.33074;0.06063;;;;;;;;;;;;
8652;qcts;jdqs9c;jc;;0.5631;0.02692;ONE_PAIR;0.5;0.80055;0.063;TWO_PAIR;0.75;0.5846947738252086;0.03992094861660079;;;;
8654;6cjs;2c8h6d;ks;9s;0.4571;0.04219;ONE_PAIR;0.5;0.6597;0.0106;ONE_PAIR;0.5;0.5874835309617918;0.013570487483530961;ONE_PAIR;0.5;0.5444444444444444;0.006060606060606061
8655;tdjc;;;;0.53604;0.02881;;;;;;;;;;;;
8657;as6d;ad4d8d;7c;3h;0.55684;0.0364;ONE_PAIR;0.5;0.79815;0.0181;ONE_PAIR;0.5;0.6798418972332015;0.025757575757575757;ONE_PAIR;0.5;0.798989898989899;0.006060606060606061
8658;3c8h;;;;0.34705;0.0547;;;;;;;;;;;;
8659;8cqs;5sth3s;8s;;0.5183;0.03288;HIGH_CARD;0.0;0.3777;0.01435;ONE_PAIR;0.5;0.7262626262626263;0.010320597277119016;;;;
8660;2dah;;;;0.53107;0.03806;;;;;;;;;;;;
8661;7djc;qc6h5s;;;0.47449;0.03944;HIGH_CARD;1.0;0.3505;0.0252;;;;;;;;
8662;8c4d;;;;0.36885;0.05388;;;;;;;;;;;;
8664;4d2s;;;;0.30203;0.06132;;;;;;;;;;;;
8666;9dqs;;;;0.54033;0.02957;;;;;;;;;;;;
8669;ts4d;;;;0.41051;0.04979;;;;;;;;;;;;
8671;jc7d;3s4h8h;;;0.47449;0.03944;HIGH_CARD;0.0;0.30945;0.0158;;;;;;;;
8672;kc8s;9c4had;jd;as;0.54423;0.03138;HIGH_CARD;1.0;0.45685;0.0331;HIGH_CARD;1.0;0.2919191919191919;0.04317083882301274;ONE_PAIR;1.0;0.42424242424242425;0.0696969696969697
8674;th4d;;;;0.41051;0.04979;;;;;;;;;;;;
8675;2c9h;;;;0.36596;0.05168;;;;;;;;;;;;
8678;5h5s;qsad6c;2s;;0.59774;0.01314;ONE_PAIR;0.0;0.5119;0.01085;ONE_PAIR;0.0;0.6462450592885376;0.000966183574879227;;;;
8679;6d7s;7hacqh;5c;th;0.39942;0.05255;ONE_PAIR;0.5;0.58155;0.04415;ONE_PAIR;0.5;0.6114844093104963;0.03658322353974528;ONE_PAIR;0.5;0.48787878787878786;0.046464646464646465
8680;7d8c;2cksjd;qh;;0.42852;0.04625;HIGH_CARD;1.0;0.23655;0.0481;HIGH_CARD;1.0;0.23673693456302153;0.0613965744400527;;;;
8682;2d4s;;;;0.30203;0.06132;;;;;;;;;;;;
8688;8cqs;;;;0.5183;0.03288;;;;;;;;;;;;
8689;4hks;3h5h4c;;;0.50315;0.04201;ONE_PAIR;0.5;0.5283;0.04215;;;;;;;;
8690;qdah;;;;0.63294;0.01905;;;;;;;;;;;;
8691;jhks;;;;0.59176;0.0222;;;;;;;;;;;;
8692;7c7s;7djh3c;qs;8c;0.65656;0.00993;THREE_OF_A_KIND;0.3333333333333333;0.95845;0.0001;THREE_OF_A_KIND;0.3333333333333333;0.9741106719367589;0.0;THREE_OF_A_KIND;0.3333333333333333;0.9747474747474747;0.0
8695;kdth;3ctstc;;;0.58609;0.02459;THREE_OF_A_KIND;0.6666666666666666;0.9369;0.00915;;;;;;;;
8696;4cqh;4hadjd;7s;jc;0.4691;0.04268;ONE_PAIR;0.5;0.57885;0.01995;ONE_PAIR;0.5;0.6065217391304348;0.01596398770311814;TWO_PAIR;0.75;0.5616161616161616;0.0707070707070707
8697;9djc;7d7cth;6h;5s;0.51579;0.03234;ONE_PAIR;1.0;0.44755;0.06715;ONE_PAIR;1.0;0.40812472551602985;0.03803249890206412;ONE_PAIR;1.0;0.1494949494949495;0.00909090909090909
8698;2c2d;;;;0.49489;0.01891;;;;;;;;;;;;
8699;kh5c;3dkd8h;th;kc;0.51356;0.04111;ONE_PAIR;0.5;0.80095;0.02535;ONE_PAIR;0.5;0.6368247694334651;0.03113746157224418;THREE_OF_A_KIND;0.6666666666666666;0.9464646464646465;0.01919191919191919
8700;ad6h;2hahqd;3h;qc;0.55684;0.0364;ONE_PAIR;0.5;0.82005;0.0278;ONE_PAIR;0.5;0.722266139657444;0.01238471673254282;TWO_PAIR;0.75;0.807070707070707;0.006060606060606061
8701;3h6c;;;;0.33074;0.06063;;;;;;;;;;;;
8702;as7h;;;;0.5723;0.03395;;;;;;;;;;;;
8703;4h3c;;;;0.32032;0.06072;;;;;;;;;;;;
8705;3s4d;;;;0.32032;0.06072;;;;;;;;;;;;
8706;6dth;td8ckd;7h;ac;0.44002;0.04407;ONE_PAIR;0.5;0.69385;0.0386;ONE_PAIR;0.5;0.6664909969257795;0.0437856829161177;ONE_PAIR;0.5;0.601010101010101;0.03838383838383838
8707;8d4h;;;;0.36885;0.05388;;;;;;;;;;;;
8712;7d8h;;;;0.42852;0.04625;;;;;;;;;;;;
8713;tckd;;;;0.58609;0.02459;;;;;;;;;;;;
8716;8c9s;;;;0.46138;0.04017;;;;;;;;;;;;
8718;4d8c;6c7h6h;3h;7s;0.36885;0.05388;ONE_PAIR;1.0;0.30155;0.0653;ONE_PAIR;1.0;0.3089811155028546;0.022090469916556874;TWO_PAIR;1.0;0.07474747474747474;0.03939393939393939
8720;qc4d;;;;0.4691;0.04268;;;;;;;;;;;;
8723;ah7s;8h6d5c;9d;ac;0.5723;0.03395;HIGH_CARD;0.0;0.5559;0.06;STRAIGHT;0.8;0.7972332015810276;0.161945542380325;STRAIGHT;0.8;0.8696969696969697;0.11818181818181818
8724;9d4h;;;;0.37985;0.05171;;;;;;;;;;;;
8725;js4d;;;;0.43764;0.04646;;;;;;;;;;;;
8726;8c5h;td9c4s;6h;7s;0.3873;0.05384;HIGH_CARD;1.0;0.22915;0.0467;HIGH_CARD;1.0;0.30175669740887134;0.03399209486166008;STRAIGHT;0.8;0.8696969696969697;0.11818181818181818
8729;5sth;;;;0.41836;0.04657;;;;;;;;;;;;
8730;qhtd;khjs9c;;;0.5631;0.02692;STRAIGHT;0.6;0.92765;0.04325;;;;;;;;
8731;7d4c;tc5h2d;;;0.35503;0.05579;HIGH_CARD;1.0;0.21045;0.0239;;;;;;;;
8732;jh9s;;;;0.51579;0.03234;;;;;;;;;;;;
8735;2hjc;;;;0.42303;0.04556;;;;;;;;;;;;
8736;3cqd;;;;0.46215;0.04405;;;;;;;;;;;;
8737;5d7c;;;;0.37764;0.05668;;;;;;;;;;;;
8739;kd6h;;;;0.52321;0.03931;;;;;;;;;;;;
8740;jd8h;qh4s7d;qc;as;0.49639;0.03554;HIGH_CARD;1.0;0.37085;0.0223;ONE_PAIR;1.0;0.22832674571805006;0.02334211682037769;ONE_PAIR;1.0;0.36363636363636365;0.00909090909090909
8743;ah3d;;;;0.53799;0.03989;;;;;;;;;;;;
8744;kh2c;;;;0.48487;0.04156;;;;;;;;;;;;
8751;5hks;;;;0.51356;0.04111;;;;;;;;;;;;
8752;7das;;;;0.5723;0.03395;;;;;;;;;;;;
8755;tcqh;ah4htd;5h;;0.5631;0.02692;ONE_PAIR;0.5;0.75305;0.01935;ONE_PAIR;0.5;0.7396135265700483;0.012450592885375493;;;;
8756;5h2d;;;;0.31162;0.06213;;;;;;;;;;;;
8758;2d5c;;;;0.31162;0.06213;;;;;;;;;;;;
8763;8std;qhjd9s;;;0.48008;0.03745;STRAIGHT;0.6;0.88185;0.0637;;;;;;;;
8764;ts2h;;;;0.39153;0.04873;;;;;;;;;;;;
8766;3c5d;3sahtd;;;0.33192;0.06308;ONE_PAIR;0.5;0.54365;0.0414;;;;;;;;
8767;2h3s;;;;0.29254;0.06104;;;;;;;;;;;;
8768;9d5c;5d7cqd;4s;;0.40203;0.05004;ONE_PAIR;0.5;0.5963;0.0243;ONE_PAIR;0.5;0.49036012296881865;0.01644707949055775;;;;
8770;3d5h;;;;0.33192;0.06308;;;;;;;;;;;;
8771;asjc;5sjh7s;6c;;0.62487;0.02161;ONE_PAIR;0.5;0.8152;0.00625;ONE_PAIR;0.5;0.5257356170399649;0.00992534036012297;;;;
8772;8c6d;;;;0.4071;0.05226;;;;;;;;;;;;
8773;6s5h;4c2d9c;8d;5s;0.37139;0.05899;HIGH_CARD;1.0;0.307;0.0142;HIGH_CARD;1.0;0.369433465085639;0.009837505489679403;ONE_PAIR;0.5;0.5858585858585859;0.006060606060606061
8774;jc5d;jd4h9d;9c;3h;0.44919;0.04622;ONE_PAIR;0.5;0.7562;0.0252;TWO_PAIR;0.75;0.8093763724198507;0.04233640755379886;TWO_PAIR;0.75;0.8242424242424242;0.006060606060606061
8776;4sad;;;;0.54863;0.03991;;;;;;;;;;;;
8779;ah7d;;;;0.5723;0.03395;;;;;;;;;;;;
8782;td7h;;;;0.45731;0.04209;;;;;;;;;;;;
8783;2cqd;;;;0.45082;0.0441;;;;;;;;;;;;
8791;tcqd;kd2cjd;;;0.5631;0.02692;HIGH_CARD;1.0;0.6021;0.02845;;;;;;;;
8794;ksqc;;;;0.60568;0.02022;;;;;;;;;;;;
8803;8s2c;;;;0.34095;0.05507;;;;;;;;;;;;
8805;2d9s;;;;0.36596;0.05168;;;;;;;;;;;;
8806;tc5h;;;;0.41836;0.04657;;;;;;;;;;;;
8808;8h5d;;;;0.3873;0.05384;;;;;;;;;;;;
8810;2hjs;8h5c2c;jh;qs;0.42303;0.04556;ONE_PAIR;0.5;0.51715;0.01;TWO_PAIR;0.5;0.8046113306982873;0.007378129117259552;TWO_PAIR;0.5;0.9262626262626262;0.00404040404040404
8811;4s8h;;;;0.36885;0.05388;;;;;;;;;;;;
8812;3c5d;6h5sth;3s;;0.33192;0.06308;ONE_PAIR;0.5;0.52925;0.0299;TWO_PAIR;0.5;0.8378129117259552;0.007356170399648661;;;;
8814;5s9d;7cjh6d;3s;;0.40203;0.05004;HIGH_CARD;1.0;0.35135;0.0392;HIGH_CARD;1.0;0.40166886253842776;0.03399209486166008;;;;
8816;ts9h;5h7htd;kc;th;0.49491;0.03341;ONE_PAIR;0.5;0.76005;0.01445;ONE_PAIR;0.5;0.7478700043917436;0.0189064558629776;THREE_OF_A_KIND;0.6666666666666666;0.9303030303030303;0.0030303030303030303
8817;7c3d;;;;0.3373;0.05753;;;;;;;;;;;;
8818;2dth;3ctstc;ac;8c;0.39153;0.04873;THREE_OF_A_KIND;0.6666666666666666;0.91695;0.01685;THREE_OF_A_KIND;0.6666666666666666;0.8108256477821695;0.019631093544137022;THREE_OF_A_KIND;0.6666666666666666;0.591919191919192;0.014141414141414142
8820;8h3c;;;;0.34705;0.0547;;;;;;;;;;;;
8821;2d9s;;;;0.36596;0.05168;;;;;;;;;;;;
8822;kdkh;qs9hkc;;;0.82189;0.00586;THREE_OF_A_KIND;0.3333333333333333;0.9261;0.0145;;;;;;;;
8823;7h7s;;;;0.65656;0.00993;;;;;;;;;;;;
8824;5c3s;;;;0.33192;0.06308;;;;;;;;;;;;
8825;qckd;8c4d6c;qd;td;0.60568;0.02022;HIGH_CARD;0.0;0.42845;0.02265;ONE_PAIR;0.5;0.5868028107158542;0.007070707070707071;ONE_PAIR;0.5;0.804040404040404;0.006060606060606061
8826;5dkc;;;;0.51356;0.04111;;;;;;;;;;;;
8827;9d4h;;;;0.37985;0.05171;;;;;;;;;;;;
8830;8d2h;;;;0.34095;0.05507;;;;;;;;;;;;
8831;tc7d;5s7c3h;;;0.45731;0.04209;ONE_PAIR;0.5;0.6763;0.02065;;;;;;;;
8833;9cas;;;;0.59537;0.02664;;;;;;;;;;;;
8835;jc7s;;;;0.47449;0.03944;;;;;;;;;;;;
8836;jh8c;;;;0.49639;0.03554;;;;;;;;;;;;
8839;3das;kdac4d;qc;3h;0.53799;0.03989;ONE_PAIR;0.5;0.82065;0.0317;ONE_PAIR;0.5;0.7402722880983751;0.039240228370663155;TWO_PAIR;0.5;0.9343434343434344;0.00404040404040404
8842;acjs;4hth6h;3h;;0.62487;0.02161;HIGH_CARD;0.0;0.39585;0.03635;HIGH_CARD;0.0;0.21133069828722004;0.14038208168642952;;;;
8843;kd6s;;;;0.52321;0.03931;;;;;;;;;;;;
8844;7cjd;;;;0.47449;0.03944;;;;;;;;;;;;
8845;2h8s;;;;0.34095;0.05507;;;;;;;;;;;;
8846;kd5s;2h2c3d;kc;ks;0.51356;0.04111;ONE_PAIR;1.0;0.45715;0.0588;TWO_PAIR;0.75;0.790272288098375;0.03618796662274923;FULL_HOUSE;0.8;0.9545454545454546;0.04141414141414142
8849;9c9s;ah6d6s;jc;4h;0.7162;0.00774;TWO_PAIR;0.5;0.7056;0.00805;TWO_PAIR;0.5;0.4957839262187088;0.000966183574879227;TWO_PAIR;0.5;0.6505050505050505;0.00101010101010101
8851;qsad;5h8htd;8d;3c;0.63294;0.01905;HIGH_CARD;0.0;0.4991;0.01075;ONE_PAIR;1.0;0.5186868686868686;0.021563460693895475;ONE_PAIR;1.0;0.49696969696969695;0.00909090909090909
8853;qsjh;;;;0.57106;0.02507;;;;;;;;;;;;
8854;9sqd;jc5s5c;ah;9d;0.54033;0.02957;ONE_PAIR;1.0;0.39505;0.0659;ONE_PAIR;1.0;0.3655028546332894;0.11888449714536671;TWO_PAIR;0.75;0.5858585858585859;0.0707070707070707
8855;as2d;;;;0.53107;0.03806;;;;;;;;;;;;
8856;8c2s;;;;0.34095;0.05507;;;;;;;;;;;;
8857;as5h;;;;0.56173;0.03883;;;;;;;;;;;;
8858;3h4d;;;;0.32032;0.06072;;;;;;;;;;;;
8859;jc8s;7c8c3c;;;0.49639;0.03554;ONE_PAIR;0.5;0.78935;0.0083;;;;;;;;
8860;jc4h;;;;0.43764;0.04646;;;;;;;;;;;;
8861;jd6s;4sjh2s;;;0.4571;0.04219;ONE_PAIR;0.5;0.78445;0.0148;;;;;;;;
8862;8dks;js6cth;;;0.54423;0.03138;HIGH_CARD;0.0;0.42005;0.0343;;;;;;;;
8863;9s5d;9c5c2d;;;0.40203;0.05004;TWO_PAIR;0.5;0.86105;0.0055;;;;;;;;
8864;qh7s;;;;0.49951;0.03656;;;;;;;;;;;;
8866;qc7d;;;;0.49951;0.03656;;;;;;;;;;;;
8867;7d7h;;;;0.65656;0.00993;;;;;;;;;;;;
8870;8h2s;;;;0.34095;0.05507;;;;;;;;;;;;
8873;6das;;;;0.55684;0.0364;;;;;;;;;;;;
8875;4sqh;5s2c6s;6h;2s;0.4691;0.04268;HIGH_CARD;0.0;0.4002;0.04435;ONE_PAIR;1.0;0.301010101010101;0.03719806763285024;TWO_PAIR;1.0;0.2878787878787879;0.07575757575757576
8878;3s4h;;;;0.32032;0.06072;;;;;;;;;;;;
8880;9h2c;;;;0.36596;0.05168;;;;;;;;;;;;
8883;3s6d;;;;0.33074;0.06063;;;;;;;;;;;;
8885;acjh;9d6cks;kh;qd;0.62487;0.02161;HIGH_CARD;0.0;0.5105;0.01485;ONE_PAIR;1.0;0.5220026350461133;0.021936758893280634;ONE_PAIR;1.0;0.49696969696969695;0.00909090909090909
8886;5htc;2h4skc;;;0.41836;0.04657;HIGH_CARD;1.0;0.299;0.0241;;;;;;;;
8887;8d5s;;;;0.3873;0.05384;;;;;;;;;;;;
8888;jd2s;;;;0.42303;0.04556;;;;;;;;;;;;
8893;6c2d;;;;0.30905;0.05982;;;;;;;;;;;;
8894;as6c;jcjhks;3s;qd;0.55684;0.0364;ONE_PAIR;1.0;0.53835;0.07235;ONE_PAIR;1.0;0.39677206851119895;0.06056214317083882;ONE_PAIR;1.0;0.4080808080808081;0.08181818181818182
8895;qd5h;2s7cth;;;0.47962;0.0431;HIGH_CARD;0.0;0.3177;0.0299;;;;;;;;
8899;7h6d;4h6c7s;3d;ks;0.39942;0.05255;TWO_PAIR;0.5;0.7815;0.03025;TWO_PAIR;0.5;0.6958278436539306;0.07624066754501536;TWO_PAIR;0.5;0.7828282828282829;0.00404040404040404
8901;2s3d;;;;0.29254;0.06104;;;;;;;;;;;;
8902;tc7d;;;;0.45731;0.04209;;;;;;;;;;;;
8905;4h4d;;;;0.56327;0.01481;;;;;;;;;;;;
8906;4h5d;7c5cts;qs;qh;0.35238;0.06277;ONE_PAIR;0.5;0.5296;0.03295;ONE_PAIR;0.5;0.5226613965744401;0.03436539306104523;TWO_PAIR;0.75;0.5646464646464646;0.046464646464646465
8907;ahkd;;;;0.64394;0.01751;;;;;;;;;;;;
8908;tdts;;;;0.74578;0.00733;;;;;;;;;;;;
8910;8s8c;;;;0.68896;0.00884;;;;;;;;;;;;
8913;acqd;;;;0.63294;0.01905;;;;;;;;;;;;
8914;2c4d;;;;0.30203;0.06132;;;;;;;;;;;;
8920;5s2c;;;;0.31162;0.06213;;;;;;;;;;;;
8921;6ckh;2s7c5s;;;0.52321;0.03931;HIGH_CARD;0.0;0.40555;0.0168;;;;;;;;
8922;4cqs;ks7sad;5d;;0.4691;0.04268;HIGH_CARD;1.0;0.43225;0.06185;HIGH_CARD;1.0;0.29554238032498903;0.04218269653052262;;;;
8923;7dth;jh6c4c;;;0.45731;0.04209;HIGH_CARD;1.0;0.29995;0.0193;;;;;;;;
8926;asjd;kd3s6d;ts;4d;0.62487;0.02161;HIGH_CARD;0.0;0.53175;0.01315;HIGH_CARD;0.0;0.3985068072024594;0.011506368028107158;HIGH_CARD;0.0;0.32525252525252524;0.00909090909090909
8928;jskc;8sqd4c;;;0.59176;0.0222;HIGH_CARD;0.0;0.4671;0.0151;;;;;;;;
8929;9skd;8d6s5s;;;0.5643;0.02861;HIGH_CARD;0.0;0.4821;0.035;;;;;;;;
8930;8c4d;;;;0.36885;0.05388;;;;;;;;;;;;
8936;4cjh;;;;0.43764;0.04646;;;;;;;;;;;;
8937;jcas;2cqskd;5h;;0.62487;0.02161;HIGH_CARD;0.0;0.5879;0.02545;HIGH_CARD;0.0;0.4168642951251647;0.019762845849802372;;;;
8938;2d9h;;;;0.36596;0.05168;;;;;;;;;;;;
8939;8h7s;;;;0.42852;0.04625;;;;;;;;;;;;
8940;kcas;;;;0.64394;0.01751;;;;;;;;;;;;
8942;jd5h;;;;0.44919;0.04622;;;;;;;;;;;;
8944;6s9h;tcqh2s;;;0.42278;0.04736;HIGH_CARD;1.0;0.28765;0.0485;;;;;;;;
8947;tdah;as5hjd;ks;6h;0.61422;0.02274;ONE_PAIR;0.5;0.85175;0.0202;ONE_PAIR;0.5;0.8247694334650857;0.030939833113746158;ONE_PAIR;0.5;0.8818181818181818;0.006060606060606061
8948;adtc;;;;0.61422;0.02274;;;;;;;;;;;;
8949;jcqh;;;;0.57106;0.02507;;;;;;;;;;;;
8950;td3h;;;;0.40171;0.04771;;;;;;;;;;;;
8951;ad4s;5hjd8h;7s;7d;0.54863;0.03991;HIGH_CARD;0.0;0.41415;0.0362;HIGH_CARD;0.0;0.2561484409310496;0.044049187527448394;ONE_PAIR;1.0;0.3797979797979798;0.045454545454545456
8952;thqc;3s9d4c;2s;;0.5631;0.02692;HIGH_CARD;0.0;0.394;0.0106;HIGH_CARD;0.0;0.310320597277119;0.012933684672815108;;;;
8953;9c3h;5s6cqs;;;0.37593;0.05245;HIGH_CARD;1.0;0.21835;0.03365;;;;;;;;
8954;jc7h;;;;0.47449;0.03944;;;;;;;;;;;;
8957;3hts;;;;0.40171;0.04771;;;;;;;;;;;;
8958;acqh;7stc5c;4c;ts;0.63294;0.01905;HIGH_CARD;0.0;0.52125;0.01065;HIGH_CARD;0.0;0.44501537110232764;0.006982872200263505;ONE_PAIR;1.0;0.4383838383838384;0.00909090909090909
8959;jskh;kd4s7s;8s;ad;0.59176;0.0222;ONE_PAIR;0.5;0.8374;0.00845;ONE_PAIR;0.5;0.6835529205094423;0.004677206851119895;ONE_PAIR;0.5;0.7575757575757576;0.006060606060606061
8960;2s9d;;;;0.36596;0.05168;;;;;;;;;;;;
8961;2s4d;;;;0.30203;0.06132;;;;;;;;;;;;
8963;4s7h;;;;0.35503;0.05579;;;;;;;;;;;;
8966;5cks;6s4sqc;8d;;0.51356;0.04111;HIGH_CARD;0.0;0.4195;0.03165;HIGH_CARD;0.0;0.360320597277119;0.03541941150636803;;;;
8967;4s8d;;;;0.36885;0.05388;;;;;;;;;;;;
8968;thtd;qhqc6d;ks;ac;0.74578;0.00733;TWO_PAIR;0.5;0.81275;0.00465;TWO_PAIR;0.5;0.16638120333772508;0.005050505050505051;TWO_PAIR;0.5;0.6545454545454545;0.00101010101010101
8972;7cth;;;;0.45731;0.04209;;;;;;;;;;;;
8973;9c3h;;;;0.37593;0.05245;;;;;;;;;;;;
8974;9s2d;;;;0.36596;0.05168;;;;;;;;;;;;
8975;5d4s;;;;0.35238;0.06277;;;;;;;;;;;;
8978;2h3s;;;;0.29254;0.06104;;;;;;;;;;;;
8979;qd6s;;;;0.49003;0.04084;;;;;;;;;;;;
8980;3h6d;ad4h7s;tc;2c;0.33074;0.06063;HIGH_CARD;1.0;0.27895;0.03615;HIGH_CARD;1.0;0.30581906016688626;0.02924901185770751;HIGH_CARD;1.0;0.0;0.00909090909090909
8981;4c9h;;;;0.37985;0.05171;;;;;;;;;;;;
8982;4dts;;;;0.41051;0.04979;;;;;;;;;;;;
8983;8cks;6h3djs;;;0.54423;0.03138;HIGH_CARD;0.0;0.41085;0.0165;;;;;;;;
8990;2s3d;;;;0.29254;0.06104;;;;;;;;;;;;
8993;qs4c;3s2sts;;;0.4691;0.04268;HIGH_CARD;0.0;0.5414;0.0157;;;;;;;;
8994;qdts;js4hkh;;;0.5631;0.02692;HIGH_CARD;1.0;0.5765;0.02945;;;;;;;;
8995;9s7c;;;;0.44268;0.0454;;;;;;;;;;;;
8997;qhtc;acjd7c;2s;;0.5631;0.02692;HIGH_CARD;1.0;0.51655;0.02925;HIGH_CARD;1.0;0.36877470355731223;0.01805006587615283;;;;
8998;9d4h;;;;0.37985;0.05171;;;;;;;;;;;;
8999;5h6c;;;;0.37139;0.05899;;;;;;;;;;;;
9000;2d3s;;;;0.29254;0.06104;;;;;;;;;;;;
9001;th8s;;;;0.48008;0.03745;;;;;;;;;;;;
9002;qs8c;acjh9c;8h;2c;0.5183;0.03288;HIGH_CARD;1.0;0.48455;0.0476;ONE_PAIR;0.5;0.6440052700922266;0.02520860781730347;ONE_PAIR;0.5;0.5424242424242425;0.006060606060606061
