id;Pocket;Table;Turn;River;proba_win_preflop;proba_draw_preflop;best_hand_flop;checker_flop;proba_win_flop;proba_draw_flop;best_hand_turn;checker_turn;proba_win_turn;proba_draw_turn;best_hand_river;checker_river;proba_win_river;proba_draw_river
1250;5s3s;2cah4d;8h;7c;0.36672;0.05776;STRAIGHT;0.6;0.9293;0.03995;STRAIGHT;0.6;0.9581686429512516;0.02277119016249451;STRAIGHT;0.6;0.9787878787878788;0.00909090909090909
1254;7d4d;3dtc9s;jd;6h;0.39191;0.05432;HIGH_CARD;1.0;0.236;0.04445;HIGH_CARD;1.0;0.3973210364514712;0.04459815546772068;HIGH_CARD;1.0;0.04040404040404041;0.03333333333333333
1260;jhth;2d7d3h;;;0.56226;0.02752;HIGH_CARD;0.0;0.3644;0.00875;;;;;;;;
1263;8d3d;qs3skh;ad;6c;0.38394;0.0524;ONE_PAIR;0.5;0.52765;0.04105;ONE_PAIR;0.5;0.6055116381203338;0.05779534475186649;ONE_PAIR;0.5;0.41414141414141414;0.06262626262626263
1265;8h3h;7h8s4c;6s;;0.38394;0.0524;ONE_PAIR;0.5;0.6729;0.0334;ONE_PAIR;0.5;0.46598594642072905;0.0836627140974967;;;;
1267;7d5d;qc2c5s;4d;kh;0.41112;0.05347;ONE_PAIR;0.5;0.6041;0.02405;ONE_PAIR;0.5;0.5666227492314448;0.019257795344751867;ONE_PAIR;0.5;0.602020202020202;0.006060606060606061
1290;3c8c;5c8djc;;;0.38394;0.0524;ONE_PAIR;0.5;0.7619;0.01985;;;;;;;;
1304;ah6h;2h2sac;jd;;0.58129;0.03502;TWO_PAIR;0.75;0.83295;0.0393;TWO_PAIR;0.75;0.7774703557312252;0.08177426438296004;;;;
1315;5hth;;;;0.44696;0.04631;;;;;;;;;;;;
1316;kh4h;2d5skd;3s;6h;0.5325;0.03947;ONE_PAIR;0.5;0.79295;0.0215;ONE_PAIR;0.5;0.7308519982433026;0.02566974088713219;STRAIGHT;0.8;0.8696969696969697;0.11818181818181818
1320;9hkh;tc9s8d;2s;qh;0.58646;0.02646;ONE_PAIR;0.5;0.6204;0.03475;ONE_PAIR;0.5;0.656675450153711;0.005797101449275362;ONE_PAIR;0.5;0.5333333333333333;0.006060606060606061
1322;9d7d;8hqsjs;qc;;0.46978;0.04351;HIGH_CARD;1.0;0.3296;0.07445;ONE_PAIR;1.0;0.35535792709705755;0.08866930171277998;;;;
1343;qhkh;qs9h9s;2d;qd;0.62156;0.01934;TWO_PAIR;0.75;0.8113;0.02315;TWO_PAIR;0.75;0.8625603864734299;0.01717171717171717;FULL_HOUSE;0.8;0.9545454545454546;0.044444444444444446
1344;qc5c;6s8c6d;kd;;0.50507;0.03984;ONE_PAIR;1.0;0.39145;0.0678;ONE_PAIR;1.0;0.31018884497145366;0.09400527009222662;;;;
1346;3c4c;9d6c6s;ah;7d;0.35767;0.05771;ONE_PAIR;1.0;0.1938;0.10525;ONE_PAIR;1.0;0.27687747035573124;0.16565656565656567;ONE_PAIR;1.0;0.0;0.07373737373737374
1349;jd6d;qs2h4h;3h;3s;0.48864;0.04139;HIGH_CARD;1.0;0.32845;0.0239;HIGH_CARD;1.0;0.3259991216512956;0.016073781291172595;ONE_PAIR;1.0;0.20707070707070707;0.00808080808080808
1350;ac7c;3h6s3c;8c;2d;0.59406;0.03158;ONE_PAIR;1.0;0.54995;0.0467;ONE_PAIR;1.0;0.4308080808080808;0.033267457180500656;ONE_PAIR;1.0;0.43232323232323233;0.00909090909090909
1351;6cjc;2d8cjh;7h;jd;0.48864;0.04139;ONE_PAIR;0.5;0.79055;0.0225;ONE_PAIR;0.5;0.7964866051822573;0.0227931488801054;THREE_OF_A_KIND;0.6666666666666666;0.9303030303030303;0.015151515151515152
1363;6d4d;5c2c9h;th;qd;0.38592;0.05597;HIGH_CARD;1.0;0.29195;0.0213;HIGH_CARD;1.0;0.2593324549846289;0.017962231005709265;HIGH_CARD;1.0;0.012121212121212121;0.021212121212121213
1366;ad6d;8h5h7s;jh;as;0.58129;0.03502;HIGH_CARD;0.0;0.51155;0.07045;HIGH_CARD;0.0;0.29200702678963547;0.04187527448397014;ONE_PAIR;0.5;0.7717171717171717;0.026262626262626262
1378;7s5s;as7h9d;ts;2c;0.41112;0.05347;ONE_PAIR;0.5;0.61275;0.03745;ONE_PAIR;0.5;0.686627140974967;0.032015810276679844;ONE_PAIR;0.5;0.5070707070707071;0.03838383838383838
1382;ad5d;9d7d9c;;;0.58301;0.0364;ONE_PAIR;1.0;0.66645;0.0445;;;;;;;;
1385;9dad;7s3sjs;9h;8d;0.61517;0.02571;HIGH_CARD;0.0;0.3806;0.0435;ONE_PAIR;0.5;0.6242643829600352;0.004238032498902064;ONE_PAIR;0.5;0.5838383838383838;0.005050505050505051
1386;kcac;qcth6h;;;0.66158;0.01626;HIGH_CARD;0.0;0.60285;0.0108;;;;;;;;
1398;6h7h;qsqckd;as;2h;0.42945;0.05099;ONE_PAIR;1.0;0.17785;0.1531;ONE_PAIR;1.0;0.1551602986385595;0.2520860781730347;ONE_PAIR;1.0;0.08484848484848485;0.045454545454545456
1399;7hjh;7dkc7s;3s;5s;0.50431;0.03672;THREE_OF_A_KIND;0.6666666666666666;0.9383;0.01915;THREE_OF_A_KIND;0.6666666666666666;0.9438076416337285;0.013241106719367589;THREE_OF_A_KIND;0.6666666666666666;0.9101010101010101;0.0030303030303030303
1400;2h4h;6d8c3d;td;;0.33937;0.05801;HIGH_CARD;1.0;0.24095;0.01705;HIGH_CARD;1.0;0.2717171717171717;0.009266578831796223;;;;
1401;js8s;6dtc5h;;;0.52167;0.03354;HIGH_CARD;0.0;0.3303;0.01795;;;;;;;;
1414;7djd;2cks5c;ad;8c;0.50431;0.03672;HIGH_CARD;1.0;0.3193;0.02125;HIGH_CARD;1.0;0.2534255599472991;0.01842336407553799;HIGH_CARD;1.0;0.22525252525252526;0.00808080808080808
1419;jd7d;js3sjc;ad;;0.50431;0.03672;THREE_OF_A_KIND;0.6666666666666666;0.9238;0.01335;THREE_OF_A_KIND;0.6666666666666666;0.7978480456741326;0.028370663153271847;;;;
1420;ts8s;as9c4h;kc;7d;0.50708;0.03643;HIGH_CARD;1.0;0.35605;0.02925;HIGH_CARD;1.0;0.4085199824330259;0.03708827404479578;HIGH_CARD;1.0;0.19393939393939394;0.00909090909090909
1424;7sjs;3cac3d;3h;ah;0.50431;0.03672;ONE_PAIR;1.0;0.31045;0.123;THREE_OF_A_KIND;1.0;0.28093983311374615;0.23774703557312252;FULL_HOUSE;1.0;0.0;0.8696969696969697
1426;kh3h;4c2cks;6h;;0.5213;0.0388;ONE_PAIR;0.5;0.7942;0.01765;ONE_PAIR;0.5;0.6899209486166008;0.022419850680720246;;;;
1427;4s8s;5std9s;2c;th;0.39993;0.05062;HIGH_CARD;1.0;0.4852;0.03285;HIGH_CARD;1.0;0.4192138779095301;0.018511198945981553;ONE_PAIR;1.0;0.08484848484848485;0.021212121212121213
1430;as9s;5sadqs;2c;jh;0.61517;0.02571;ONE_PAIR;0.5;0.90155;0.0141;ONE_PAIR;0.5;0.7515151515151515;0.01253842775581906;ONE_PAIR;0.5;0.8535353535353535;0.006060606060606061
1432;5d8d;th4d7h;5c;3h;0.41887;0.0509;HIGH_CARD;1.0;0.35085;0.03085;ONE_PAIR;0.5;0.6217171717171717;0.01971892841458059;ONE_PAIR;0.5;0.4484848484848485;0.005050505050505051
1438;qs5s;th8s4s;4d;7s;0.50507;0.03984;HIGH_CARD;0.0;0.5736;0.0223;ONE_PAIR;1.0;0.4330698287220026;0.04380764163372859;FLUSH;0.6;0.9585858585858585;0.0
1447;kh8h;6htcqs;;;0.56939;0.03055;HIGH_CARD;0.0;0.44485;0.0328;;;;;;;;
1455;ah7h;4d9d8h;3c;6c;0.59406;0.03158;HIGH_CARD;0.0;0.46555;0.02805;HIGH_CARD;0.0;0.34934123847167325;0.013175230566534914;HIGH_CARD;0.0;0.298989898989899;0.00909090909090909
1457;qc7c;jsqs2c;3h;4s;0.52589;0.03561;ONE_PAIR;0.5;0.7768;0.0234;ONE_PAIR;0.5;0.694532279314888;0.013680281071585419;ONE_PAIR;0.5;0.7747474747474747;0.006060606060606061
1462;qh4h;6dkhah;7h;5h;0.49723;0.04183;HIGH_CARD;1.0;0.6237;0.03835;FLUSH;0.6;0.9579929732103645;0.0;FLUSH;0.8;1.0;0.0
1474;4d7d;8djcjs;3h;3s;0.39191;0.05432;ONE_PAIR;1.0;0.2274;0.108;ONE_PAIR;1.0;0.3888449714536671;0.04466403162055336;TWO_PAIR;1.0;0.0;0.13636363636363635
1481;9c3c;7c2s5s;8d;ah;0.40966;0.04831;HIGH_CARD;0.0;0.24515;0.0238;HIGH_CARD;0.0;0.28585858585858587;0.026635924462011417;HIGH_CARD;1.0;0.012121212121212121;0.021212121212121213
1490;thkh;;;;0.60594;0.02449;;;;;;;;;;;;
1493;js8s;ts4c3c;;;0.52167;0.03354;HIGH_CARD;0.0;0.347;0.01475;;;;;;;;
1494;2c4c;2has2d;4h;9d;0.33937;0.05801;THREE_OF_A_KIND;0.6666666666666666;0.927;0.0282;FULL_HOUSE;0.6;0.08638559508124725;0.006895037329819938;FULL_HOUSE;0.6;0.9848484848484849;0.00202020202020202
1503;3h4h;acjd6h;;;0.35767;0.05771;HIGH_CARD;1.0;0.18425;0.06745;;;;;;;;
1511;4c5c;adjsac;2c;ks;0.38439;0.05845;ONE_PAIR;1.0;0.1849;0.14785;ONE_PAIR;1.0;0.33893280632411066;0.04668423364075538;ONE_PAIR;1.0;0.012121212121212121;0.021212121212121213
1521;3c6c;9dtc5c;ts;7h;0.36812;0.05679;HIGH_CARD;1.0;0.46095;0.03055;ONE_PAIR;1.0;0.3909310496267018;0.039262187088274045;ONE_PAIR;1.0;0.04040404040404041;0.03333333333333333
1523;5s7s;2c9c5h;ks;5c;0.41112;0.05347;ONE_PAIR;0.5;0.61045;0.0233;ONE_PAIR;0.5;0.6164690382081687;0.029424681598594644;THREE_OF_A_KIND;0.6666666666666666;0.901010101010101;0.01919191919191919
1525;9h7h;kskh9s;kc;jd;0.46978;0.04351;TWO_PAIR;0.75;0.69765;0.05765;FULL_HOUSE;0.8;0.7666666666666667;0.12755819060166887;FULL_HOUSE;0.8;0.7303030303030303;0.0797979797979798
1531;8djd;5s9s7d;3h;ts;0.52167;0.03354;HIGH_CARD;0.0;0.49365;0.0384;HIGH_CARD;0.0;0.4382960035133948;0.022112428634167763;STRAIGHT;0.6;0.9464646464646465;0.00808080808080808
1535;ah6h;2cad6c;3h;;0.58129;0.03502;TWO_PAIR;0.5;0.91825;0.0038;TWO_PAIR;0.5;0.88522178304787;0.003864734299516908;;;;
1539;ah4h;adqc8h;7s;2c;0.57278;0.03839;ONE_PAIR;0.5;0.8305;0.0358;ONE_PAIR;0.5;0.6601010101010101;0.03684672815107598;ONE_PAIR;0.5;0.8454545454545455;0.030303030303030304
1545;qc7c;3dac6c;2d;;0.52589;0.03561;HIGH_CARD;1.0;0.6199;0.01785;HIGH_CARD;1.0;0.46141853315766357;0.00676328502415459;;;;
1556;7d5d;kdts2c;js;qc;0.41112;0.05347;HIGH_CARD;1.0;0.2176;0.0466;HIGH_CARD;1.0;0.21927975406236275;0.05676328502415459;HIGH_CARD;1.0;0.08484848484848485;0.045454545454545456
1564;8dad;kc2has;ac;7d;0.60463;0.0286;ONE_PAIR;0.5;0.84055;0.02525;THREE_OF_A_KIND;0.6666666666666666;0.9393061045234958;0.017237593324549848;THREE_OF_A_KIND;0.6666666666666666;0.9626262626262626;0.0030303030303030303
1566;ac7c;5c5h4h;qd;ks;0.59406;0.03158;ONE_PAIR;1.0;0.5393;0.0505;ONE_PAIR;1.0;0.5577294685990338;0.05513833992094862;ONE_PAIR;1.0;0.42424242424242425;0.09393939393939393
1570;kh9h;kc6sjc;td;qc;0.58646;0.02646;ONE_PAIR;0.5;0.80135;0.02015;ONE_PAIR;0.5;0.6933465085638999;0.031313131313131314;STRAIGHT;0.8;0.6818181818181818;0.1101010101010101
1576;qh9h;ts2h5c;6c;2d;0.56259;0.02856;HIGH_CARD;0.0;0.41665;0.01515;HIGH_CARD;0.0;0.26308739569609135;0.00849802371541502;ONE_PAIR;1.0;0.2545454545454545;0.00909090909090909
1584;qh3h;7h6c2d;9d;4d;0.48736;0.04138;HIGH_CARD;0.0;0.33915;0.0264;HIGH_CARD;0.0;0.23267457180500659;0.026108915239350022;HIGH_CARD;0.0;0.09393939393939393;0.00808080808080808
1592;asjs;ts5h3s;8s;2c;0.64361;0.01974;HIGH_CARD;0.0;0.6963;0.0082;FLUSH;0.6;0.9709046991655688;0.001888449714536671;FLUSH;0.6;1.0;0.0
1594;qcac;5d6hks;ah;jc;0.65299;0.01794;HIGH_CARD;0.0;0.5055;0.0125;ONE_PAIR;0.5;0.821256038647343;0.014624505928853756;ONE_PAIR;0.5;0.8898989898989899;0.006060606060606061
1622;9d3d;;;;0.40966;0.04831;;;;;;;;;;;;
1624;jdad;;;;0.64361;0.01974;;;;;;;;;;;;
1628;jdkd;;;;0.61318;0.02155;;;;;;;;;;;;
1634;7ckc;;;;0.55929;0.03367;;;;;;;;;;;;
1638;as6s;;;;0.58129;0.03502;;;;;;;;;;;;
1644;9c8c;as9d3d;qs;;0.48748;0.03821;ONE_PAIR;0.5;0.6812;0.0254;ONE_PAIR;0.5;0.6777997364953887;0.031818181818181815;;;;
1653;9c4c;6cjd2h;4d;;0.41515;0.04917;HIGH_CARD;1.0;0.2695;0.03155;ONE_PAIR;0.5;0.6594642072902942;0.011462450592885375;;;;
1656;asts;8cqhqc;qd;;0.6354;0.02202;ONE_PAIR;1.0;0.5793;0.03605;THREE_OF_A_KIND;1.0;0.5969916556873078;0.09703557312252964;;;;
1662;2d7d;;;;0.35655;0.05384;;;;;;;;;;;;
1666;qc4c;js4sts;5s;;0.49723;0.04183;ONE_PAIR;0.5;0.48795;0.04605;ONE_PAIR;0.5;0.35296442687747037;0.14701361440491875;;;;
1672;4d9d;7s3c5d;th;2d;0.41515;0.04917;HIGH_CARD;0.0;0.3275;0.0424;HIGH_CARD;1.0;0.24947299077733862;0.029907773386034255;HIGH_CARD;1.0;0.028282828282828285;0.00909090909090909
1674;8s3s;8hqs5s;5d;9h;0.38394;0.0524;ONE_PAIR;0.5;0.7742;0.02085;TWO_PAIR;0.75;0.7653491436100132;0.045015371102327624;TWO_PAIR;0.75;0.5444444444444444;0.05454545454545454
1683;qs8s;8hqdjc;tc;;0.5448;0.03173;TWO_PAIR;0.5;0.85435;0.02295;TWO_PAIR;0.5;0.656477821695213;0.08129117259552042;;;;
1688;khjh;6skskc;7d;8h;0.61318;0.02155;THREE_OF_A_KIND;0.6666666666666666;0.9322;0.01015;THREE_OF_A_KIND;0.6666666666666666;0.8804567413263066;0.008102766798418972;THREE_OF_A_KIND;0.6666666666666666;0.9222222222222223;0.0030303030303030303
1696;3hth;7has5s;;;0.43302;0.04569;HIGH_CARD;1.0;0.278;0.04235;;;;;;;;
1697;2c4c;ad3s6d;5c;6h;0.33937;0.05801;HIGH_CARD;1.0;0.2477;0.0233;STRAIGHT;0.6;0.9259552042160738;0.03210364514712341;STRAIGHT;0.6;0.9505050505050505;0.00909090909090909
1706;qh7h;jc3h4d;js;kh;0.52589;0.03561;HIGH_CARD;0.0;0.3837;0.01905;ONE_PAIR;1.0;0.3425559947299078;0.025977162933684673;ONE_PAIR;1.0;0.3515151515151515;0.00909090909090909
1708;8cqc;qs7c7s;as;4h;0.5448;0.03173;TWO_PAIR;0.75;0.7732;0.04265;TWO_PAIR;0.75;0.5253403601229688;0.06029863855950812;TWO_PAIR;0.75;0.6555555555555556;0.07676767676767676
1711;qc8c;5h8h4s;9d;;0.5448;0.03173;ONE_PAIR;0.5;0.67345;0.01995;ONE_PAIR;0.5;0.7519762845849802;0.005797101449275362;;;;
1712;qc4c;2hjhtd;4s;js;0.49723;0.04183;HIGH_CARD;0.0;0.3279;0.0391;ONE_PAIR;0.5;0.6353315766359244;0.005599472990777339;TWO_PAIR;0.75;0.7161616161616161;0.006060606060606061
1713;7s5s;3s5d7c;kh;4s;0.41112;0.05347;TWO_PAIR;0.5;0.83495;0.0163;TWO_PAIR;0.5;0.8987703118137901;0.005314009661835749;TWO_PAIR;0.5;0.7666666666666667;0.00404040404040404
1714;qs3s;jcjhqc;6d;;0.48736;0.04138;TWO_PAIR;0.75;0.72485;0.05845;TWO_PAIR;0.75;0.5406675450153711;0.05410628019323672;;;;
1718;qsas;6d8h4d;7s;9s;0.65299;0.01794;HIGH_CARD;0.0;0.4496;0.02125;HIGH_CARD;0.0;0.19363197189284145;0.0792709705753184;HIGH_CARD;0.0;0.18181818181818182;0.00909090909090909
1730;kd8d;;;;0.56939;0.03055;;;;;;;;;;;;
1738;thah;8cad3h;5d;jd;0.6354;0.02202;ONE_PAIR;0.5;0.87535;0.0097;ONE_PAIR;0.5;0.8283267457180501;0.005797101449275362;ONE_PAIR;0.5;0.8262626262626263;0.006060606060606061
1746;5dad;;;;0.58301;0.0364;;;;;;;;;;;;
1759;8sks;2s9s8d;8c;;0.56939;0.03055;ONE_PAIR;0.5;0.8189;0.0057;THREE_OF_A_KIND;0.6666666666666666;0.9364953886693017;0.007773386034255599;;;;
1765;2cjc;tc9s6d;2s;5s;0.45067;0.04313;HIGH_CARD;0.0;0.3009;0.0406;ONE_PAIR;0.5;0.555467720685112;0.006324110671936759;ONE_PAIR;0.5;0.397979797979798;0.006060606060606061
1770;7dad;8skdjc;as;ks;0.59406;0.03158;HIGH_CARD;0.0;0.4808;0.04765;ONE_PAIR;0.5;0.7168423364075538;0.046728151075977165;TWO_PAIR;0.75;0.7616161616161616;0.07474747474747474
1772;ts9s;jd2hqs;8h;;0.52327;0.03144;HIGH_CARD;1.0;0.55305;0.036;STRAIGHT;0.6;0.9586297760210803;0.02277119016249451;;;;
1794;9s2s;6cts7h;jh;7s;0.39997;0.04797;HIGH_CARD;1.0;0.3278;0.0556;HIGH_CARD;1.0;0.30996925779534473;0.044246815985946424;ONE_PAIR;1.0;0.14545454545454545;0.045454545454545456
1802;5ckc;ts9sah;4s;7h;0.53834;0.03914;HIGH_CARD;1.0;0.40195;0.05825;HIGH_CARD;1.0;0.25401844532279316;0.03943785682916118;HIGH_CARD;1.0;0.2636363636363636;0.04141414141414142
1812;3h4h;9cqc3s;ah;kh;0.35767;0.05771;ONE_PAIR;0.5;0.5193;0.03335;ONE_PAIR;0.5;0.5870663153271849;0.04466403162055336;ONE_PAIR;0.5;0.41414141414141414;0.06262626262626263
1822;kh4h;7s7dks;qs;2s;0.5325;0.03947;TWO_PAIR;0.75;0.7713;0.0511;TWO_PAIR;0.75;0.6657444005270092;0.060737812911725954;TWO_PAIR;0.75;0.4919191919191919;0.052525252525252523
1834;3h7h;8s6hqh;tc;2d;0.37348;0.05459;HIGH_CARD;1.0;0.47275;0.0293;HIGH_CARD;1.0;0.43640755379885815;0.046794027228809834;HIGH_CARD;1.0;0.04040404040404041;0.03333333333333333
1840;4h8h;qdah2h;9h;;0.39993;0.05062;HIGH_CARD;1.0;0.48355;0.04325;FLUSH;0.6;0.9578612209046992;0.0;;;;
1850;5ckc;3hqd7d;6d;3d;0.53834;0.03914;HIGH_CARD;0.0;0.37305;0.0307;HIGH_CARD;0.0;0.28098375054896796;0.031049626701800614;ONE_PAIR;1.0;0.16666666666666666;0.01616161616161616
1854;qsas;jstd9c;ad;ah;0.65299;0.01794;HIGH_CARD;0.0;0.62525;0.038;ONE_PAIR;0.5;0.7727711901624945;0.025977162933684673;THREE_OF_A_KIND;0.6666666666666666;0.9343434343434344;0.0030303030303030303
1860;qdtd;4d3dah;;;0.57973;0.02676;HIGH_CARD;1.0;0.60985;0.02275;;;;;;;;
1890;kcjc;3s5h2d;8c;jd;0.61318;0.02155;HIGH_CARD;0.0;0.3962;0.03415;HIGH_CARD;0.0;0.35955204216073783;0.008695652173913044;ONE_PAIR;0.5;0.8464646464646465;0.006060606060606061
1901;th7h;;;;0.48267;0.0397;;;;;;;;;;;;
1902;qsts;tckc2h;ac;7d;0.57973;0.02676;ONE_PAIR;0.5;0.7388;0.02145;ONE_PAIR;0.5;0.6772068511198946;0.028831796223100573;ONE_PAIR;0.5;0.6494949494949495;0.006060606060606061
1907;jh8h;js2h7h;2c;qh;0.52167;0.03354;ONE_PAIR;0.5;0.8666;0.01065;TWO_PAIR;0.75;0.8154808959156785;0.02551602986385595;FLUSH;0.6;0.9626262626262626;0.0
1926;3h7h;thah7s;9s;qc;0.37348;0.05459;ONE_PAIR;0.5;0.72645;0.02885;ONE_PAIR;0.5;0.6660737812911726;0.033267457180500656;ONE_PAIR;0.5;0.403030303030303;0.046464646464646465
1928;thqh;qd6s4s;ad;;0.57973;0.02676;ONE_PAIR;0.5;0.78305;0.0093;ONE_PAIR;0.5;0.7144049187527448;0.014426877470355731;;;;
1944;2hqh;6d7cqc;;;0.48038;0.04127;ONE_PAIR;0.5;0.74255;0.0243;;;;;;;;
1946;kc4c;3s6cts;;;0.5325;0.03947;HIGH_CARD;0.0;0.4015;0.0292;;;;;;;;
1947;4dqd;5d2dtd;6s;js;0.49723;0.04183;FLUSH;0.6;0.9499;0.0;FLUSH;0.6;0.9284365393061045;0.0014053579270970576;FLUSH;0.6;0.9868686868686869;0.0
1966;2d3d;;;;0.3326;0.05755;;;;;;;;;;;;
1969;7h4h;6hjh3c;qc;jc;0.39191;0.05432;HIGH_CARD;1.0;0.5391;0.01895;HIGH_CARD;1.0;0.4279973649538867;0.024000878348704437;ONE_PAIR;1.0;0.03737373737373737;0.030303030303030304
1982;8c3c;;;;0.38394;0.0524;;;;;;;;;;;;
1996;js4s;ad9hks;;;0.47125;0.04391;HIGH_CARD;1.0;0.3791;0.0722;;;;;;;;
2000;3h8h;;;;0.38394;0.0524;;;;;;;;;;;;
2010;ts9s;;;;0.52327;0.03144;;;;;;;;;;;;
2021;8c3c;2c4dtc;5s;;0.38394;0.0524;HIGH_CARD;1.0;0.48045;0.0127;HIGH_CARD;1.0;0.3854633289415898;0.023407992973210365;;;;
2039;jd2d;;;;0.45067;0.04313;;;;;;;;;;;;
2042;9hth;;;;0.52327;0.03144;;;;;;;;;;;;
2046;tc3c;2dqd3s;kc;2s;0.43302;0.04569;ONE_PAIR;0.5;0.59955;0.0183;ONE_PAIR;0.5;0.6110232762406675;0.02738252086078173;TWO_PAIR;0.75;0.5494949494949495;0.06262626262626263
2074;2d4d;qsahkh;9d;;0.33937;0.05801;HIGH_CARD;1.0;0.1187;0.1513;HIGH_CARD;1.0;0.054216073781291174;0.1852657004830918;;;;
2078;3h2h;9dah8s;kd;6d;0.3326;0.05755;HIGH_CARD;1.0;0.1602;0.09055;HIGH_CARD;1.0;0.22665788317962232;0.1275142731664471;HIGH_CARD;1.0;0.0;0.06767676767676768
2083;ad2d;4hthtc;as;8s;0.55423;0.03725;ONE_PAIR;1.0;0.50595;0.05025;TWO_PAIR;0.75;0.6613526570048309;0.04466403162055336;TWO_PAIR;0.75;0.8222222222222222;0.050505050505050504
2096;jd9d;acqh3c;as;3h;0.54085;0.03161;HIGH_CARD;1.0;0.38065;0.0444;ONE_PAIR;1.0;0.42406675450153714;0.07250768555116381;TWO_PAIR;1.0;0.0;0.5242424242424243
2111;2sjs;kh5h8c;8d;8h;0.45067;0.04313;HIGH_CARD;1.0;0.2754;0.04045;ONE_PAIR;1.0;0.26477821695213;0.0880764163372859;THREE_OF_A_KIND;1.0;0.29393939393939394;0.07474747474747474
2129;7ctc;jsqsts;qd;;0.48267;0.0397;ONE_PAIR;0.5;0.4213;0.0944;TWO_PAIR;0.75;0.13118137900746596;0.08379446640316206;;;;
2130;4ckc;8h7hkd;2s;7s;0.5325;0.03947;ONE_PAIR;0.5;0.7663;0.031;ONE_PAIR;0.5;0.7909090909090909;0.024242424242424242;TWO_PAIR;0.75;0.8161616161616162;0.03636363636363636
2134;9c7c;8hac5h;kd;ks;0.46978;0.04351;HIGH_CARD;1.0;0.4006;0.0303;HIGH_CARD;1.0;0.37907334211682037;0.03546332894158981;ONE_PAIR;1.0;0.14545454545454545;0.05757575757575758
2136;jh3h;;;;0.45993;0.04333;;;;;;;;;;;;
2148;2ctc;3sjc2s;9c;kc;0.42612;0.04666;ONE_PAIR;0.5;0.55685;0.01765;ONE_PAIR;0.5;0.5757795344751866;0.010144927536231883;FLUSH;0.6;0.9868686868686869;0.0
2149;7sqs;ts4ctd;2c;ad;0.52589;0.03561;ONE_PAIR;1.0;0.4355;0.05345;ONE_PAIR;1.0;0.4603425559947299;0.020004391743522178;ONE_PAIR;1.0;0.33535353535353535;0.00909090909090909
2155;9cac;7had3s;4d;2c;0.61517;0.02571;ONE_PAIR;0.5;0.8457;0.01115;ONE_PAIR;0.5;0.6336846728151077;0.009903381642512078;ONE_PAIR;0.5;0.697979797979798;0.006060606060606061
2170;jdtd;3c2hqc;7s;qs;0.56226;0.02752;HIGH_CARD;1.0;0.38705;0.01635;HIGH_CARD;1.0;0.24650856389986825;0.010935441370223979;ONE_PAIR;1.0;0.2828282828282828;0.00909090909090909
2179;qhth;jckh3d;kc;4d;0.57973;0.02676;HIGH_CARD;1.0;0.60585;0.0324;ONE_PAIR;1.0;0.5318181818181819;0.028173034694773825;ONE_PAIR;1.0;0.3878787878787879;0.00909090909090909
2186;jdkd;;;;0.61318;0.02155;;;;;;;;;;;;
2189;4d3d;5d7ckc;ks;;0.35767;0.05771;HIGH_CARD;1.0;0.28535;0.033;ONE_PAIR;1.0;0.40766359244620115;0.03328941589811155;;;;
2196;js2s;qsthad;;;0.45067;0.04313;HIGH_CARD;1.0;0.4359;0.08845;;;;;;;;
2217;7s5s;3htc6d;9d;9h;0.41112;0.05347;HIGH_CARD;1.0;0.31305;0.02795;HIGH_CARD;1.0;0.29815546772068513;0.033509003074220466;ONE_PAIR;1.0;0.04040404040404041;0.03333333333333333
2232;ksts;3sas8d;kh;ah;0.60594;0.02449;HIGH_CARD;1.0;0.68145;0.01545;ONE_PAIR;0.5;0.4171497584541063;0.024571805006587615;TWO_PAIR;0.75;0.8828282828282829;0.006060606060606061
2238;2hth;7c4s6d;;;0.42612;0.04666;HIGH_CARD;0.0;0.19195;0.04845;;;;;;;;
2239;kd5d;td5c2h;jc;8d;0.53834;0.03914;ONE_PAIR;0.5;0.6884;0.00825;ONE_PAIR;0.5;0.6985507246376812;0.005797101449275362;ONE_PAIR;0.5;0.5464646464646464;0.006060606060606061
2244;7d6d;;;;0.42945;0.05099;;;;;;;;;;;;
2254;asts;;;;0.6354;0.02202;;;;;;;;;;;;
2260;5sks;2h7cqh;jh;qd;0.53834;0.03914;HIGH_CARD;0.0;0.37205;0.03165;HIGH_CARD;0.0;0.31247255160298637;0.0326306543697848;ONE_PAIR;1.0;0.29393939393939394;0.04141414141414142
2261;8hah;ac6d2d;ts;;0.60463;0.0286;ONE_PAIR;0.5;0.83065;0.01145;ONE_PAIR;0.5;0.8398111550285463;0.011264822134387351;;;;
2270;6sqs;;;;0.51465;0.03879;;;;;;;;;;;;
2272;6d9d;;;;0.45196;0.04535;;;;;;;;;;;;
2289;2cjc;9h9c7c;7h;5d;0.45067;0.04313;ONE_PAIR;1.0;0.53455;0.05145;TWO_PAIR;1.0;0.3404699165568731;0.21688625384277557;TWO_PAIR;1.0;0.296969696969697;0.07878787878787878
2298;9h7h;3h6h2c;3d;7d;0.46978;0.04351;HIGH_CARD;0.0;0.52365;0.006;ONE_PAIR;1.0;0.4178963548528766;0.012648221343873518;TWO_PAIR;0.75;0.796969696969697;0.006060606060606061
2324;9dqd;6s3hjd;;;0.56259;0.02856;HIGH_CARD;0.0;0.41865;0.0153;;;;;;;;
2326;4hqh;;;;0.49723;0.04183;;;;;;;;;;;;
